ds,energy,emissions,corrected_emissions,efficiency_rating,emissions_factor,corrected_emissions_factor
2017-02-24,10.837855584877822,2.4384026253283104,3.6806077363446192,66.25,0.2249894,0.339606641509434
2017-02-25,10.213572001108597,2.2979454363862226,3.4685968851112796,66.25,0.2249894,0.339606641509434
2017-02-26,9.824381253500192,2.210381643596256,3.3364251224094432,66.25,0.2249894,0.339606641509434
2017-02-27,9.467302370159018,2.1300426798806553,3.2151587620840085,66.25,0.2249894,0.339606641509434
2017-02-28,8.905734886358704,2.003695948640913,3.0244467149296805,66.25,0.2249894,0.339606641509434
2017-03-01,8.735892664458705,1.9654832490409653,2.9667671683637216,66.25,0.2249894,0.339606641509434
2017-03-02,9.581804591414116,2.1558044659395073,3.2540444768898222,66.25,0.2249894,0.339606641509434
2017-03-03,10.106059245140475,2.2737562059286085,3.4320848391375223,66.25,0.2249894,0.339606641509434
2017-03-04,9.621290532437255,2.1646883841187385,3.26745416470753,66.25,0.2249894,0.339606641509434
2017-03-05,9.340470298938415,2.1015068082759747,3.172085748341094,66.25,0.2249894,0.339606641509434
2017-03-06,9.111310656788003,2.049948317884339,3.094261611900889,66.25,0.2249894,0.339606641509434
2017-03-07,8.606181116049358,1.9362995255912754,2.9227162650434346,66.25,0.2249894,0.339606641509434
2017-03-08,8.414212740057835,1.8931086758579683,2.8575225295969333,66.25,0.2249894,0.339606641509434
2017-03-09,9.210940719387736,2.0723640258906153,3.128096642853759,66.25,0.2249894,0.339606641509434
2017-03-10,9.70403898884728,2.1833059096773564,3.2955560900790286,66.25,0.2249894,0.339606641509434
2017-03-11,9.2134817176019,2.0729357235542207,3.1289595827233523,66.25,0.2249894,0.339606641509434
2017-03-12,8.969498467500614,2.018042078503883,3.0461012505718985,66.25,0.2249894,0.339606641509434
2017-03-13,8.84624531645027,1.9903114260009565,3.0042436618882364,66.25,0.2249894,0.339606641509434
2017-03-14,8.425343250580157,1.8956129227420793,2.8613025248937047,66.25,0.2249894,0.339606641509434
2017-03-15,8.268947693895772,1.8604255802809935,2.808189555141122,66.25,0.2249894,0.339606641509434
2017-03-16,9.085475809677469,2.044135751133848,3.0854879262397708,66.25,0.2249894,0.339606641509434
2017-03-17,9.597835612797615,2.159411275821968,3.259488718221838,66.25,0.2249894,0.339606641509434
2017-03-18,9.118344758867291,2.0515309162906967,3.0966504396840704,66.25,0.2249894,0.339606641509434
2017-03-19,8.921503612595348,2.0072437448956597,3.0298018790877888,66.25,0.2249894,0.339606641509434
2017-03-20,8.917922867285586,2.0064381151568638,3.0285858341990397,66.25,0.2249894,0.339606641509434
2017-03-21,8.620033427385708,1.9394161488074542,2.9274206019735156,66.25,0.2249894,0.339606641509434
2017-03-22,8.574476884883603,1.929166409643831,2.9119492975755943,66.25,0.2249894,0.339606641509434
2017-03-23,9.518126912706036,2.1414776632135832,3.2324191142846543,66.25,0.2249894,0.339606641509434
2017-03-24,10.089692367838714,2.2700738320246114,3.4265265389050743,66.25,0.2249894,0.339606641509434
2017-03-25,9.526414595016632,2.1433423038840353,3.2352336662400534,66.25,0.2249894,0.339606641509434
2017-03-26,9.189693921832966,2.067583721656846,3.1208810892933525,66.25,0.2249894,0.339606641509434
2017-03-27,9.029123230487762,2.031457018153503,3.06635021608076,66.25,0.2249894,0.339606641509434
2017-03-28,8.554385662238662,1.9246460975156794,2.9051261849293275,66.25,0.2249894,0.339606641509434
2017-03-29,8.351489982151774,1.8789967201903384,2.8362214644382466,66.25,0.2249894,0.339606641509434
2017-03-30,9.177009267796503,2.0647298089559745,3.1165732965373203,66.25,0.2249894,0.339606641509434
2017-03-31,9.71540563879424,2.185863285428933,3.299416279892729,66.25,0.2249894,0.339606641509434
2017-04-01,9.209982887759269,2.0721485239272255,3.1277713568712837,66.25,0.2249894,0.339606641509434
2017-04-02,8.984524107800297,2.0214226882995243,3.0512040578106028,66.25,0.2249894,0.339606641509434
2017-04-03,8.982559565814915,2.0209806871769582,3.050536886304843,66.25,0.2249894,0.339606641509434
2017-04-04,8.62409321654365,1.9403295583342262,2.928799333334681,66.25,0.2249894,0.339606641509434
2017-04-05,8.460167381751088,1.9034479831197482,2.873129031124148,66.25,0.2249894,0.339606641509434
2017-04-06,9.286092477962953,2.089272374961398,3.1536186791870158,66.25,0.2249894,0.339606641509434
2017-04-07,9.765879666132252,2.1972194065552957,3.316557594800446,66.25,0.2249894,0.339606641509434
2017-04-08,9.133692969560151,2.054984101005557,3.1018627939706516,66.25,0.2249894,0.339606641509434
2017-04-09,8.797307218951403,1.9793008728075447,2.9876239589547846,66.25,0.2249894,0.339606641509434
2017-04-10,8.763236466578162,1.9716353146735408,2.976053305167609,66.25,0.2249894,0.339606641509434
2017-04-11,8.387792449598033,1.8871643905595916,2.848550023486176,66.25,0.2249894,0.339606641509434
2017-04-12,8.195212350034183,1.843835909506781,2.7831485426517446,66.25,0.2249894,0.339606641509434
2017-04-13,8.985957827385574,2.021745260008784,3.051690958503825,66.25,0.2249894,0.339606641509434
2017-04-14,9.426520234091376,2.120867131556078,3.2013088778204954,66.25,0.2249894,0.339606641509434
2017-04-15,8.73503993718352,1.965291394442958,2.9664775765176725,66.25,0.2249894,0.339606641509434
2017-04-16,8.348195332153376,1.8782554588639888,2.8351025794173417,66.25,0.2249894,0.339606641509434
2017-04-17,8.323122841638632,1.872614414266571,2.8265877951193525,66.25,0.2249894,0.339606641509434
2017-04-18,7.9755622981149825,1.794416976115511,2.708553926212092,66.25,0.2249894,0.339606641509434
2017-04-19,7.80752502719213,1.756610371352941,2.651487352985572,66.25,0.2249894,0.339606641509434
2017-04-20,8.639768765567954,1.9438563907038746,2.934122853892641,66.25,0.2249894,0.339606641509434
2017-04-21,9.16579102212433,2.06220582259314,3.1127635058009657,66.25,0.2249894,0.339606641509434
2017-04-22,8.544897263894192,1.9225113084651961,2.9019038618342585,66.25,0.2249894,0.339606641509434
2017-04-23,8.206173702342882,1.8463020975859037,2.786871090695704,66.25,0.2249894,0.339606641509434
2017-04-24,8.222603080229696,1.8499985334590312,2.792450616541934,66.25,0.2249894,0.339606641509434
2017-04-25,7.836136400063943,1.7630476269685464,2.6612039652355417,66.25,0.2249894,0.339606641509434
2017-04-26,7.5533585089567135,1.6994255989150657,2.5651707153434953,66.25,0.2249894,0.339606641509434
2017-04-27,8.22219539843817,1.849906809377365,2.7923121650979095,66.25,0.2249894,0.339606641509434
2017-04-28,8.591375507726664,1.9329684206581175,2.9176881821254605,66.25,0.2249894,0.339606641509434
2017-04-29,7.901096141197351,1.7776628801503072,2.6832647247551806,66.25,0.2249894,0.339606641509434
2017-04-30,7.570083725989311,1.7031885954600994,2.570850710128452,66.25,0.2249894,0.339606641509434
2017-05-01,7.689378953952123,1.7300287572223159,2.611364161845005,66.25,0.2249894,0.339606641509434
2017-05-02,7.4720681804169855,1.6811361366711093,2.53756397988092,66.25,0.2249894,0.339606641509434
2017-05-03,7.358487203277041,1.6555816207729794,2.4989911256950634,66.25,0.2249894,0.339606641509434
2017-05-04,8.186220304442326,1.8418127945642964,2.7800947842479946,66.25,0.2249894,0.339606641509434
2017-05-05,8.695245016112205,1.9563379590280754,2.95296295702351,66.25,0.2249894,0.339606641509434
2017-05-06,8.052663153484893,1.811763851304674,2.734737888761772,66.25,0.2249894,0.339606641509434
2017-05-07,7.72666999004109,1.738418845057351,2.6240284453695866,66.25,0.2249894,0.339606641509434
2017-05-08,7.856724356672121,1.7676796989730466,2.6681957720347875,66.25,0.2249894,0.339606641509434
2017-05-09,7.614198246757553,1.7131138950190339,2.585832294368353,66.25,0.2249894,0.339606641509434
2017-05-10,7.461221458254724,1.6786957391598554,2.533880360996008,66.25,0.2249894,0.339606641509434
2017-05-11,8.28548215427969,1.8641456586020948,2.813804767701275,66.25,0.2249894,0.339606641509434
2017-05-12,8.800026008638579,1.9799125716679886,2.988547277989417,66.25,0.2249894,0.339606641509434
2017-05-13,8.131427733542088,1.8294850469129942,2.761486863264897,66.25,0.2249894,0.339606641509434
2017-05-14,7.788549483263583,1.7523410751097837,2.6450431322411827,66.25,0.2249894,0.339606641509434
2017-05-15,7.931453133702798,1.7844928816799122,2.693574161026283,66.25,0.2249894,0.339606641509434
2017-05-16,7.670616232742158,1.7258073438349184,2.604992217109311,66.25,0.2249894,0.339606641509434
2017-05-17,7.476545968632053,1.6821435915549443,2.539084666498029,66.25,0.2249894,0.339606641509434
2017-05-18,8.278817327847461,1.8626461433020036,2.811541348380383,66.25,0.2249894,0.339606641509434
2017-05-19,8.79470280499903,1.978714907275049,2.986739482679319,66.25,0.2249894,0.339606641509434
2017-05-20,8.138587906371066,1.8310960099016824,2.7639185055119735,66.25,0.2249894,0.339606641509434
2017-05-21,7.849670633540071,1.7660926860378003,2.6658002808117742,66.25,0.2249894,0.339606641509434
2017-05-22,8.097182791916367,1.8217802980435884,2.7498570536506994,66.25,0.2249894,0.339606641509434
2017-05-23,7.903538868969073,1.7782124680060303,2.684094291329857,66.25,0.2249894,0.339606641509434
2017-05-24,7.712889236313816,1.7353183215447037,2.619348409878798,66.25,0.2249894,0.339606641509434
2017-05-25,8.487377446568113,1.9095699592768918,2.8823697498519123,66.25,0.2249894,0.339606641509434
2017-05-26,8.895395913522568,2.001369789345895,3.020935531088143,66.25,0.2249894,0.339606641509434
2017-05-27,8.068813117184465,1.8153974219474627,2.740222523694283,66.25,0.2249894,0.339606641509434
2017-05-28,7.629063600597736,1.7164584420603244,2.5908806672608673,66.25,0.2249894,0.339606641509434
2017-05-29,7.76944232315211,1.7480421666205994,2.6385542137669424,66.25,0.2249894,0.339606641509434
2017-05-30,7.539197446401757,1.6962395099474634,2.5603615244490014,66.25,0.2249894,0.339606641509434
2017-05-31,7.385134632773636,1.6615770099469607,2.5080407697312617,66.25,0.2249894,0.339606641509434
2017-06-01,8.245684753012721,1.8551916651694804,2.800289305916197,66.25,0.2249894,0.339606641509434
2017-06-02,8.819351741784207,1.9842606567729837,2.995110425317711,66.25,0.2249894,0.339606641509434
2017-06-03,8.181699246834475,1.8407956045257403,2.7785594030577214,66.25,0.2249894,0.339606641509434
2017-06-04,7.897012320673667,1.7767440638209762,2.6818778321826056,66.25,0.2249894,0.339606641509434
2017-06-05,8.149154285402584,1.8334733331801563,2.767506918007783,66.25,0.2249894,0.339606641509434
2017-06-06,7.960059233826679,1.7909289509831243,2.7032889826160367,66.25,0.2249894,0.339606641509434
2017-06-07,7.804941683830946,1.7560291464801143,2.650610032422814,66.25,0.2249894,0.339606641509434
2017-06-08,8.675986941798794,1.9520050964431455,2.946422787083993,66.25,0.2249894,0.339606641509434
2017-06-09,9.23406910812027,2.0775676681945145,3.135951197274739,66.25,0.2249894,0.339606641509434
2017-06-10,8.553927003904581,1.9245429042522895,2.90497042151289,66.25,0.2249894,0.339606641509434
2017-06-11,8.250465567424865,1.8562672977355799,2.801912902242385,66.25,0.2249894,0.339606641509434
2017-06-12,8.498405620659412,1.9120511815487888,2.8861149910170396,66.25,0.2249894,0.339606641509434
2017-06-13,8.290087030823734,1.8651817070128136,2.815368614358964,66.25,0.2249894,0.339606641509434
2017-06-14,8.105656453357732,1.8236867820470841,2.7527347653540892,66.25,0.2249894,0.339606641509434
2017-06-15,8.951240941327233,2.0139343286446496,3.039900873425886,66.25,0.2249894,0.339606641509434
2017-06-16,9.449210603165923,2.1259722240799395,3.209014677856512,66.25,0.2249894,0.339606641509434
2017-06-17,8.678203749672553,1.952503854716578,2.9471756297608724,66.25,0.2249894,0.339606641509434
2017-06-18,8.307952133542024,1.86920116575434,2.8214357218933435,66.25,0.2249894,0.339606641509434
2017-06-19,8.531246372121927,1.9194400025158893,2.8972679283258707,66.25,0.2249894,0.339606641509434
2017-06-20,8.328769790049416,1.873884917801344,2.8285055363039158,66.25,0.2249894,0.339606641509434
2017-06-21,8.161473196319166,1.8362449575559314,2.7716905019712175,66.25,0.2249894,0.339606641509434
2017-06-22,9.030061237123864,2.031668059703756,3.06666876936416,66.25,0.2249894,0.339606641509434
2017-06-23,9.513850596302296,2.1405155373516958,3.2309668488327485,66.25,0.2249894,0.339606641509434
2017-06-24,8.641950273822573,1.9443472069371766,2.9348637085844174,66.25,0.2249894,0.339606641509434
2017-06-25,8.123797823074684,1.8277683979348793,2.758895694996044,66.25,0.2249894,0.339606641509434
2017-06-26,8.178451901039965,1.8400649861438412,2.7774565828586284,66.25,0.2249894,0.339606641509434
2017-06-27,7.794640103510586,1.7537114001047847,2.647111547327977,66.25,0.2249894,0.339606641509434
2017-06-28,7.453666751478201,1.6769960102150294,2.5313147324000447,66.25,0.2249894,0.339606641509434
2017-06-29,8.133059194760419,1.8298521083936299,2.7620409183300074,66.25,0.2249894,0.339606641509434
2017-06-30,8.529501270107367,1.9190473730606945,2.8966752800916145,66.25,0.2249894,0.339606641509434
2017-07-01,7.751257789651212,1.7439508393389525,2.6323786254172865,66.25,0.2249894,0.339606641509434
2017-07-02,7.378393192814687,1.6600602574154608,2.5057513319478653,66.25,0.2249894,0.339606641509434
2017-07-03,7.613210973522484,1.7128917690062397,2.585497009820739,66.25,0.2249894,0.339606641509434
2017-07-04,7.426051106062261,1.6707827827222845,2.521936275807222,66.25,0.2249894,0.339606641509434
2017-07-05,7.22729860875444,1.6260655776044963,2.4544386077049,66.25,0.2249894,0.339606641509434
2017-07-06,7.994912416624823,1.798770547668969,2.7151253549720287,66.25,0.2249894,0.339606641509434
2017-07-07,8.448000838644528,1.9007106398861293,2.86899719228095,66.25,0.2249894,0.339606641509434
2017-07-08,7.690899192254453,1.730370794725814,2.6118804448691533,66.25,0.2249894,0.339606641509434
2017-07-09,7.336003631420854,1.6505230554311991,2.4913555553678477,66.25,0.2249894,0.339606641509434
2017-07-10,7.610318523755478,1.7122409984686306,2.5845147146696315,66.25,0.2249894,0.339606641509434
2017-07-11,7.473656556072333,1.6814935043567807,2.5381034028026876,66.25,0.2249894,0.339606641509434
2017-07-12,7.339184306480007,1.651238673604353,2.4924357337424197,66.25,0.2249894,0.339606641509434
2017-07-13,8.197755159123151,1.8444080145980224,2.784012097506449,66.25,0.2249894,0.339606641509434
2017-07-14,8.738897026497993,1.9661591986535676,2.9677874696657622,66.25,0.2249894,0.339606641509434
2017-07-15,8.023172182477792,1.8051286954323689,2.7247225591431983,66.25,0.2249894,0.339606641509434
2017-07-16,7.69825490493086,1.7320257521074514,2.6143784937470964,66.25,0.2249894,0.339606641509434
2017-07-17,7.992503449736704,1.7982285556541913,2.714307253817647,66.25,0.2249894,0.339606641509434
2017-07-18,7.865104579870108,1.7695651603622278,2.671041751490155,66.25,0.2249894,0.339606641509434
2017-07-19,7.768202353710768,1.7477631866399734,2.638133111909394,66.25,0.2249894,0.339606641509434
2017-07-20,8.736423435130941,1.9656026668160496,2.9669474216091314,66.25,0.2249894,0.339606641509434
2017-07-21,9.40301942112936,2.115579697748242,3.193327845657724,66.25,0.2249894,0.339606641509434
2017-07-22,8.753361293920882,1.969413505502483,2.9726996309471443,66.25,0.2249894,0.339606641509434
2017-07-23,8.47292310029429,1.9063178845813522,2.877460957858645,66.25,0.2249894,0.339606641509434
2017-07-24,8.774348006775162,1.9741352934355396,2.979826858015909,66.25,0.2249894,0.339606641509434
2017-07-25,8.553470598008406,1.9244402177635527,2.9048154230393246,66.25,0.2249894,0.339606641509434
2017-07-26,8.310054871748585,1.8696742595617912,2.8221498257536473,66.25,0.2249894,0.339606641509434
2017-07-27,9.1169967565085,2.0512276300487935,3.0961926491302547,66.25,0.2249894,0.339606641509434
2017-07-28,9.567092957959945,2.152494504355633,3.2490483084613335,66.25,0.2249894,0.339606641509434
2017-07-29,8.723051780371488,1.962594186234713,2.9624063188448497,66.25,0.2249894,0.339606641509434
2017-07-30,8.318436293311613,1.871559990570404,2.824996212181742,66.25,0.2249894,0.339606641509434
2017-07-31,8.551145328237055,1.9239170567128583,2.9040257459816727,66.25,0.2249894,0.339606641509434
2017-08-01,8.358042753627744,1.880471024313054,2.83844682915178,66.25,0.2249894,0.339606641509434
2017-08-02,8.201760706007876,1.8453092201882886,2.785372407831379,66.25,0.2249894,0.339606641509434
2017-08-03,9.107218355351574,2.049027593439537,3.092871839154019,66.25,0.2249894,0.339606641509434
2017-08-04,9.650255826667138,2.1712052682883436,3.277290971001273,66.25,0.2249894,0.339606641509434
2017-08-05,8.848115450914177,1.9907321864319103,3.004878771972695,66.25,0.2249894,0.339606641509434
2017-08-06,8.430683851868302,1.8968145014215383,2.8631162285608127,66.25,0.2249894,0.339606641509434
2017-08-07,8.61830981879441,1.939028355144663,2.926835253048548,66.25,0.2249894,0.339606641509434
2017-08-08,8.355702185287468,1.8799444212465164,2.837651956598515,66.25,0.2249894,0.339606641509434
2017-08-09,8.13097107453793,1.8293823034776442,2.76133177883418,66.25,0.2249894,0.339606641509434
2017-08-10,8.978273620840536,2.02001639498874,3.0490813509263996,66.25,0.2249894,0.339606641509434
2017-08-11,9.489377068191542,2.1350092529461744,3.2226554761451687,66.25,0.2249894,0.339606641509434
2017-08-12,8.691403709483527,1.955473705754473,2.9516584237803367,66.25,0.2249894,0.339606641509434
2017-08-13,8.28483383516925,1.8639997936744286,2.8135845942255524,66.25,0.2249894,0.339606641509434
2017-08-14,8.474176143607442,1.9065998060445524,2.8778864996898905,66.25,0.2249894,0.339606641509434
2017-08-15,8.204192530161038,1.8458563548454139,2.7861982714647757,66.25,0.2249894,0.339606641509434
2017-08-16,7.963844105912916,1.7917805070828834,2.7045743503137865,66.25,0.2249894,0.339606641509434
2017-08-17,8.782056014291339,1.9758695134217998,2.982444548561207,66.25,0.2249894,0.339606641509434
2017-08-18,9.292668292273827,2.090751863477713,3.1558518694003217,66.25,0.2249894,0.339606641509434
2017-08-19,8.562155983173069,1.926394337360519,2.9077650375253117,66.25,0.2249894,0.339606641509434
2017-08-20,8.246718190172784,1.8554241775760605,2.800640268039337,66.25,0.2249894,0.339606641509434
2017-08-21,8.519592934119022,1.9168181024916782,2.8933103433836656,66.25,0.2249894,0.339606641509434
2017-08-22,8.328583056046893,1.873842904630157,2.8284421201964633,66.25,0.2249894,0.339606641509434
2017-08-23,8.14555451230705,1.832663422391256,2.766284411156613,66.25,0.2249894,0.339606641509434
2017-08-24,8.970296595125765,2.018221648759389,3.046372300014172,66.25,0.2249894,0.339606641509434
2017-08-25,9.40489587836322,2.1160018807354137,3.1939651029968514,66.25,0.2249894,0.339606641509434
2017-08-26,8.563008216830871,1.9265860808998476,2.9080544617356194,66.25,0.2249894,0.339606641509434
2017-08-27,8.105509496072079,1.8236537182155594,2.7526848576838634,66.25,0.2249894,0.339606641509434
2017-08-28,8.1763478885642,1.8395916056393262,2.7767420462480397,66.25,0.2249894,0.339606641509434
2017-08-29,7.862425697390209,1.7689624402004047,2.670131985208158,66.25,0.2249894,0.339606641509434
2017-08-30,7.664073102780237,1.7243352089506638,2.6027701267179832,66.25,0.2249894,0.339606641509434
2017-08-31,8.489630507504865,1.910076874105215,2.8831349043097587,66.25,0.2249894,0.339606641509434
2017-09-01,9.022453006844064,2.0299562885380418,3.064084963831007,66.25,0.2249894,0.339606641509434
2017-09-02,8.404450305860705,1.8909122316454166,2.854207142106289,66.25,0.2249894,0.339606641509434
2017-09-03,8.118345771841755,1.8265417441992133,2.757044142187492,66.25,0.2249894,0.339606641509434
2017-09-04,8.239998994532636,1.853912429780501,2.798358384574341,66.25,0.2249894,0.339606641509434
2017-09-05,7.947765080437673,1.7881628967886238,2.6991138064733944,66.25,0.2249894,0.339606641509434
2017-09-06,7.759941813876432,1.74590465273897,2.6353277777192003,66.25,0.2249894,0.339606641509434
2017-09-07,8.550699780897263,1.9238168132842068,2.9038744351459727,66.25,0.2249894,0.339606641509434
2017-09-08,9.0305731151399,2.031783226831457,3.0668426065380485,66.25,0.2249894,0.339606641509434
2017-09-09,8.411195502759199,1.8924298294484905,2.8564978557713068,66.25,0.2249894,0.339606641509434
2017-09-10,8.119759738556365,1.8268598717219533,2.7575243346746467,66.25,0.2249894,0.339606641509434
2017-09-11,8.191535522592982,1.8430086623068815,2.7818998676330287,66.25,0.2249894,0.339606641509434
2017-09-12,7.8880098893742705,1.7747186122043836,2.678820546723598,66.25,0.2249894,0.339606641509434
2017-09-13,7.713840004980519,1.735532234416564,2.6196712972325495,66.25,0.2249894,0.339606641509434
2017-09-14,8.49197964771615,1.910605405751868,2.883932687927348,66.25,0.2249894,0.339606641509434
2017-09-15,8.95091355746737,2.0138606707464493,3.0397896916927536,66.25,0.2249894,0.339606641509434
2017-09-16,8.340900208670073,1.8766141334085544,2.8326251070317805,66.25,0.2249894,0.339606641509434
2017-09-17,8.056712558470947,1.8126749245028433,2.7361130935891977,66.25,0.2249894,0.339606641509434
2017-09-18,8.14154362529886,1.8317610153298154,2.7649222872902874,66.25,0.2249894,0.339606641509434
2017-09-19,7.900747744925863,1.777584494682223,2.6831464070675066,66.25,0.2249894,0.339606641509434
2017-09-20,7.825074414386163,1.760558797448094,2.6574472414310857,66.25,0.2249894,0.339606641509434
2017-09-21,8.730138492096684,1.9641886212537376,2.964813013213189,66.25,0.2249894,0.339606641509434
2017-09-22,9.304738910067035,2.0934676245326362,3.159951131370017,66.25,0.2249894,0.339606641509434
2017-09-23,8.718075143906255,1.961474495782382,2.9607162200488784,66.25,0.2249894,0.339606641509434
2017-09-24,8.398392176267034,1.8895492167030143,2.852149761061154,66.25,0.2249894,0.339606641509434
2017-09-25,8.401601256377022,1.8902712257115124,2.8532395859796416,66.25,0.2249894,0.339606641509434
2017-09-26,8.027962570437042,1.8062064819450878,2.726349406709567,66.25,0.2249894,0.339606641509434
2017-09-27,7.815334680303255,1.7583674605206212,2.6541395630499944,66.25,0.2249894,0.339606641509434
2017-09-28,8.605566122975695,1.9361611586686278,2.9225074093111365,66.25,0.2249894,0.339606641509434
2017-09-29,9.124583739052708,2.0529346206992254,3.098769238791284,66.25,0.2249894,0.339606641509434
2017-09-30,8.584417817426434,1.931403014092083,2.915325304289937,66.25,0.2249894,0.339606641509434
2017-10-01,8.383094540816137,1.8861074108814981,2.8469545824626388,66.25,0.2249894,0.339606641509434
2017-10-02,8.548241566488553,1.9232637410993196,2.9030396092065205,66.25,0.2249894,0.339606641509434
2017-10-03,8.338979463738388,1.8761819861588218,2.8319728092963348,66.25,0.2249894,0.339606641509434
