BMG_ID,Occupancy,Household Ownership,Landlord Type,Green Energy,Eco Type,Gas Supply,Smart Meter,Meter Reading Frequency,Primary Heating,EV,Property Type,Number of bedrooms,Main Heating System,Water Heating System,Appliances,Number of Appliances
956619343,2.0,Rent,Council,No,No,No,No,Asked to by provider,Other,No,Flat,3.0,Unknown,Electric immersion heater,"Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath",13
956619385,2.0,Mortgage,Unknown,No,Unknown,Unknown,No,Do not read,Gas boiler,No,Semi detached,4.0,"Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Games console, PC/laptop, Plug in electric heater, Vacuum cleaner, Bath, Shower",15
956619395,1.0,Rent,Council,No,No,Mains,No,Regularly,Other,No,Commercial building,2.0,Unknown,Other,"Standalone tumble dryer, Standalone washing machine, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Handheld devices, Vacuum cleaner, Bath",12
956619410,1.0,Rent,Private landlord,Unknown,Unknown,Unknown,No,Asked to by provider,Electric Heater,No,Semi detached,5.0,Single house thermostat,Unknown,"Standalone washing machine, Dishwasher, Electric oven, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Bath, Power shower",11
956619509,2.0,Mortgage,Unknown,No,No,Mains,No,When billed,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Toaster, Kettle, TV with a screen less than 21 inches, Games console, Vacuum cleaner, Bath",11
956619689,2.0,Rent,Housing association,Unknown,Unknown,Mains,No,Do not read,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Electric immersion heater, Gas or oil direct heating","Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, Vacuum cleaner, Bath, Power shower, Hair drier",13
956619750,2.0,Rent,Private landlord,Unknown,Unknown,LPG,Both,Regularly,Gas boiler,No,Semi detached,3.0,Programmer/timer,Gas or oil direct heating,"Combined washing machine and tumble dryer, Electric oven, Fridge-freezer, Kettle, Microwave, TV with a screen more than 21 inches, Games console, Vacuum cleaner, Bath, Power shower",10
956619766,2.0,Rent,Private landlord,Yes,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,2.0,"Programmer/timer, Single house thermostat",Electric immersion heater,"Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Bath, Power shower",14
956619768,2.0,Own,Unknown,Unknown,No,Mains,No,Regularly,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Combined washing machine and tumble dryer, Standalone washing machine, TV with a screen more than 21 inches, Bath",4
956619785,2.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Terraced,4.0,Programmer/timer,Gas or oil direct heating,"Coffee-maker, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Handheld devices, Vacuum cleaner, Bath, Shower, Hair drier",17
956619916,1.0,Rent,Private landlord,Unknown,Unknown,Mains,Both,Regularly,Gas boiler,No,Terraced,2.0,Unknown,Unknown,"Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, Vacuum cleaner, Bath, Power shower",10
956619962,2.0,Mortgage,Unknown,Unknown,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,3.0,Programmer/timer,Electric immersion heater,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, PC/laptop, Vacuum cleaner, Bath, Power shower",16
956620106,2.0,Own,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Single house thermostat","Electric immersion heater, Gas or oil direct heating","Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Bath, Shower",13
956620133,1.0,,Unknown,,,,,,,,,,Unknown,Unknown,Unknown,0
956620191,1.0,Mortgage,Unknown,Unknown,Unknown,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,3.0,Programmer/timer,Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Air conditioning unit, Vacuum cleaner, Bath, Power shower, Shower, Hair drier",18
956620237,2.0,Own,Unknown,No,No,Mains,Unknown,Asked to by provider,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Combined washing machine and tumble dryer, Electric hob, Electric oven, Fridge-freezer, Kettle, Microwave, Games console, Vacuum cleaner, Shower, Hair drier",11
956620259,1.0,Rent,Housing association,Unknown,No,Mains,No,Do not read,Gas boiler,No,Semi detached,3.0,Single house thermostat,"Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Hair drier",16
956620374,2.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Coffee-maker, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Kettle, Microwave, TV with a screen less than 21 inches, Vacuum cleaner, Bath, Hair drier",12
956620388,1.0,Rent,Council,No,No,Mains,No,Regularly,Gas boiler,No,Semi detached,4.0,Programmer/timer,Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), PC/laptop, Vacuum cleaner, Bath, Shower, Electric blanket, Hair drier",18
956620389,2.0,Rent,Private landlord,No,No,Mains,Both,Regularly,Gas boiler,No,Terraced,3.0,Single house thermostat,Gas or oil direct heating,"Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Electric blanket, Hair drier",15
956620399,2.0,Mortgage,Unknown,No,No,Mains,No,Do not read,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Shower",13
956620546,1.0,Rent,Private landlord,No,No,Mains,No,When billed,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Fridge, Toaster, Kettle, Microwave, Vacuum cleaner, Shower",11
956620562,2.0,Rent,Related to household member,Unknown,No,Mains,No,When billed,Gas boiler,No,Semi detached,2.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Vacuum cleaner, Bath, Shower, Hair drier",15
956620593,1.0,Mortgage,Unknown,Unknown,Unknown,Mains,No,Do not read,Gas boiler,No,Terraced,3.0,Single house thermostat,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Fridge, Kettle, Microwave, Games console, Plug in electric heater, Vacuum cleaner, Bath, Power shower",14
956620625,1.0,Own,Unknown,No,Economy 7,Mains,No,Asked to by provider,Gas boiler,No,Terraced,3.0,Single house thermostat,Gas or oil direct heating,"Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, PC/laptop, Handheld devices, Bath, Power shower, Hair drier",16
956620678,1.0,Own,Unknown,Unknown,Unknown,Mains,No,When billed,Gas boiler,No,Detached,5.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), PC/laptop, Handheld devices, Vacuum cleaner, Bath, Shower",16
956620821,2.0,Mortgage,Unknown,Unknown,Unknown,Mains,Smart gas meter,Do not read,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Plug in electric heater, Vacuum cleaner, Bath",16
956620858,2.0,Own,Unknown,No,No,Mains,No,Do not read,Gas boiler,No,Terraced,2.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, TV with a screen less than 21 inches, TV with a screen more than 21 inches, Games console, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",18
956620898,2.0,Rent,Private landlord,Unknown,Unknown,Unknown,No,Regularly,Gas boiler,No,Terraced,5.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Unknown,"Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Toaster, Kettle, Microwave, Humidifier, Vacuum cleaner, Bath, Shower, Electric blanket",12
956620905,1.0,Rent,Private landlord,No,Unknown,Mains,No,When billed,Gas boiler,No,Terraced,4.0,Programmer/timer,Gas or oil direct heating,"Standalone washing machine, Electric hob, Electric oven, Standalone freezer, Toaster, Kettle, Microwave, Vacuum cleaner, Bath, Shower, Hair drier",11
956621052,2.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,8.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, PC/laptop, Bath",14
956621078,2.0,Own,Unknown,No,No,Mains,Both,Electricity bills,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Cooling fans",12
956621093,1.0,Rent,Private landlord,Unknown,Unknown,Mains,Smart electricity meter,Regularly,Electric Heater,No,Terraced,5.0,Single house thermostat,Electric immersion heater,"Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Fridge, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Games console, Vacuum cleaner, Bath, Shower",13
956621193,2.0,Rent,Private landlord,Yes,No,Mains,No,Regularly,Gas boiler,No,Detached,7.0,Programmer/timer,Gas or oil direct heating,"Standalone washing machine, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Handheld devices, Vacuum cleaner, Bath, Shower, Hair drier",15
956621286,2.0,Own,Unknown,No,Unknown,Mains,Smart gas meter,When billed,Gas boiler,No,Detached,7.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Dishwasher, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Plug in electric heater, Vacuum cleaner, Power shower, Shower, Electric blanket",14
956621363,1.0,Own,Unknown,No,No,Mains,No,When billed,Gas boiler,No,Terraced,2.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, Cooling fans, Dehumidifier, Vacuum cleaner, Bath, Shower, Hair drier",16
956621508,1.0,Rent,Private landlord,Unknown,Unknown,Mains,No,When billed,Gas boiler,No,Terraced,4.0,Programmer/timer,Gas or oil direct heating,"Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Shower",12
956621673,2.0,Mortgage,Unknown,Unknown,No,Mains,No,Asked to by provider,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Combined washing machine and tumble dryer, Dishwasher, Gas hob, Fridge, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Cooling fans, Dehumidifier, Vacuum cleaner, Bath, Power shower",14
956621753,2.0,Rent,Council,No,No,Mains,No,Electricity bills,Gas boiler,No,Detached,3.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Kettle, Microwave, Games console, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Shower",13
956621937,1.0,Rent,Other,No,Unsure,Mains,Unknown,Regularly,Gas boiler,No,Semi detached,7.0,Programmer/timer,Gas or oil direct heating,"Coffee-maker, Combined washing machine and tumble dryer, Electric hob, Electric oven, Fridge-freezer, Kettle, Microwave, TV with a screen more than 21 inches, Handheld devices, Vacuum cleaner, Bath, Power shower, Hair drier",13
956621975,2.0,Rent,Council,Yes,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,2.0,Unknown,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Handheld devices, Vacuum cleaner, Power shower, Hair drier",16
956622064,2.0,Rent,Council,No,No,Mains,No,Electricity bills,Gas boiler,No,Flat,2.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, PC/laptop, Handheld devices, Cooling fans, Vacuum cleaner, Shower",13
956622082,1.0,Rent,Private landlord,No,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Combined washing machine and tumble dryer, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Bath, Hair drier",15
956622119,1.0,Rent,Council,No,No,Mains,No,Regularly,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Room thermostats",Electric immersion heater,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, Vacuum cleaner, Bath, Shower",13
956622123,2.0,Rent,Private landlord,Unknown,Unknown,Mains,Unknown,Asked to by provider,Gas boiler,,,,Single house thermostat,Gas or oil direct heating,"Combined washing machine and tumble dryer, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Vacuum cleaner, Bath, Shower, Hair drier",11
956622265,1.0,Own,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,5.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Handheld devices, Vacuum cleaner, Bath",13
956622272,2.0,Rent,Council,Unknown,Unknown,Mains,No,Do not read,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Fridge-freezer, Fridge, Toaster, Kettle, Microwave, PC/laptop, Handheld devices, Vacuum cleaner, Bath",12
956622356,1.0,Rent,Private landlord,No,No,Mains,Smart electricity meter,When billed,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Room thermostats","Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Toaster, Kettle, Microwave, Vacuum cleaner, Power shower, Hair drier",12
956622358,2.0,Rent,Council,No,No,Mains,No,Regularly,Gas boiler,No,Terraced,8.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, PC/laptop, Dehumidifier, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",19
956622364,1.0,Rent,Private landlord,Unknown,Unknown,Mains,No,Do not read,Gas boiler,No,Shared house,2.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Games console, Vacuum cleaner, Bath, Power shower, Hair drier",13
956622372,1.0,Rent,Housing association,No,No,Mains,No,Regularly,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat","Electric immersion heater, Gas or oil direct heating","Coffee-maker, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Vacuum cleaner, Bath, Power shower",13
956622464,1.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,Yes,Terraced,4.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Vacuum cleaner, Bath, Power shower, Hair drier",15
956622503,1.0,Rent,Private landlord,Yes,No,Mains,Both,Electricity bills,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Shower",11
956622859,2.0,Mortgage,Unknown,No,Unknown,Mains,No,Regularly,Gas boiler,No,Terraced,3.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, Vacuum cleaner, Bath, Shower, Hair drier",12
956622869,1.0,Own,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Terraced,4.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Mobile phones, PC/laptop, Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",20
956622986,1.0,Mortgage,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Detached,3.0,"Programmer/timer, Room thermostats",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Shower, Hair drier",16
956623015,2.0,Mortgage,Housing association,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Games console, Plug in electric heater, Vacuum cleaner, Bath, Shower, Electric blanket",17
956623039,2.0,Rent,Private landlord,No,No,Mains,No,Asked to by provider,Gas boiler,No,Terraced,3.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Plug in electric heater, Vacuum cleaner, Shower",16
956623312,2.0,Rent,Housing association,No,No,Mains,Both,Do not read,Gas boiler,No,Terraced,2.0,"Single house thermostat, Thermostatic radiator valves","Electric immersion heater, Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Dishwasher, Fridge-freezer, Toaster, Kettle, Microwave, Games console, Handheld devices, Vacuum cleaner, Bath, Shower, Hair drier",13
956623696,1.0,Mortgage,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Detached,12.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Games console, Handheld devices, Power shower, Shower, Hair drier",17
956623744,2.0,Mortgage,Unknown,No,No,Mains,No,When billed,Gas boiler,No,Detached,4.0,Programmer/timer,"Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Games console, Mobile phones, PC/laptop, Handheld devices, Dehumidifier, Vacuum cleaner, Power shower, Hair drier",19
956623908,1.0,Mortgage,Unknown,Unknown,No,Mains,No,Regularly,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Room thermostats, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Fridge-freezer, Toaster, Kettle, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",15
956623925,1.0,Own,Unknown,Unknown,No,Mains,No,Regularly,Gas boiler,No,Semi detached,4.0,Thermostatic radiator valves,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Handheld devices, Vacuum cleaner, Bath, Power shower, Hair drier",18
956623982,1.0,Own,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Detached,3.0,Programmer/timer,Gas or oil direct heating,"Combined washing machine and tumble dryer, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Vacuum cleaner, Bath",12
956624049,1.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Shower, Electric blanket, Hair drier",16
956624167,2.0,Mortgage,Unknown,Unknown,Unknown,Mains,Unknown,Asked to by provider,Gas boiler,Unknown,Terraced,1.0,Unknown,Unknown,"Standalone washing machine, Gas oven, Fridge, Kettle, TV with a screen more than 21 inches, Games console, Vacuum cleaner, Shower",8
956624191,1.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Shower, Hair drier",14
956624221,2.0,Rent,Housing association,Unknown,No,Mains,Unknown,Asked to by provider,Gas boiler,No,Semi detached,2.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), PC/laptop, Vacuum cleaner, Bath, Hair drier",13
956624378,1.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Combined washing machine and tumble dryer, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, Games console, Mobile phones, PC/laptop, Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Hair drier",20
956624415,2.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Terraced,4.0,"Programmer/timer, Room thermostats",Electric immersion heater,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Plug in electric heater, Vacuum cleaner, Bath, Hair drier",16
956624551,1.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Fridge, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, PC/laptop, Vacuum cleaner, Bath, Hair drier",15
956624595,2.0,Mortgage,Unknown,Unknown,No,Mains,No,Asked to by provider,Gas boiler,No,Terraced,5.0,Programmer/timer,"Gas or oil direct heating, Solar heating","Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, TV with a screen less than 21 inches, Plug in electric heater, Vacuum cleaner, Bath, Shower",13
956624999,1.0,Mortgage,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Detached,3.0,"Programmer/timer, Room thermostats, Thermostatic radiator valves",Electric immersion heater,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Electric blanket, Hair drier",19
956625132,2.0,Rent,Private landlord,Unknown,Unknown,Mains,Unknown,When billed,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Unknown,"Standalone tumble dryer, Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Vacuum cleaner, Bath, Shower",13
