BMG_ID,Occupancy,Household Ownership,Landlord Type,Green Energy,Eco Type,Gas Supply,Smart Meter,Meter Reading Frequency,Primary Heating,EV,Property Type,Number of bedrooms,Main Heating System,Water Heating System,Appliances,Number of Appliances
956610255,2.0,Mortgage,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Semi detached,3.0,Single house thermostat,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, Games console, PC/laptop, Cooling fans, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Hair drier",18
956611829,1.0,Mortgage,Unknown,No,Unsure,Mains,Unknown,Regularly,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Fridge, Toaster, Kettle, Microwave, Games console, Bath, Power shower",14
956612115,2.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Thermostatic radiator valves","Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Hair drier",16
956613764,2.0,Rent,Private landlord,Unknown,No,Mains,No,Regularly,Gas boiler,No,Semi detached,3.0,Single house thermostat,Gas or oil direct heating,"Standalone washing machine, Electric oven, Gas hob, Gas oven, Fridge-freezer, Standalone freezer, Kettle, Microwave, TV with a screen more than 21 inches, Dehumidifier, Vacuum cleaner, Bath, Shower, Hair drier",14
956614943,1.0,Other,Unknown,No,No,Mains,Both,When billed,Gas boiler,No,Terraced,4.0,Thermostatic radiator valves,Gas or oil direct heating,"Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Kettle, Microwave, TV with a screen more than 21 inches, Games console, PC/laptop, Handheld devices, Cooling fans, Humidifier, Vacuum cleaner, Bath, Shower",15
956615157,2.0,Mortgage,Unknown,No,Unsure,LPG,No,Regularly,Gas boiler,No,Terraced,3.0,Thermostatic radiator valves,Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Handheld devices, Cooling fans, Vacuum cleaner, Bath, Shower, Hair drier",19
956619551,2.0,Mortgage,Unknown,No,No,Mains,Smart electricity meter,Asked to by provider,Gas boiler,No,Semi detached,3.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Bath, Shower, Hair drier",17
956625077,1.0,Mortgage,Unknown,Unknown,Unknown,Mains,Smart gas meter,Unknown,Gas boiler,No,Refused,3.0,Single house thermostat,Refused,"Standalone washing machine, Electric oven, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Shower",13
956631509,2.0,Own,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,Single house thermostat,Electric immersion heater,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Dehumidifier, Vacuum cleaner, Bath, Power shower, Hair drier",18
956636367,1.0,Rent,Council,Yes,Economy 7,Mains,Smart electricity meter,Regularly,Other electricity,No,Refused,2.0,Programmer/timer,Gas or oil direct heating,"Standalone washing machine, Dishwasher, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Plug in electric heater, Vacuum cleaner, Bath",11
956641054,1.0,Mortgage,Unknown,Yes,Economy 7,Mains,Smart electricity meter,When billed,Electric Heater,No,Refused,4.0,Programmer/timer,Unknown,"Standalone washing machine, Electric oven, Gas oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Bath, Shower, Hair drier",15
956648298,2.0,Rent,Housing association,No,No,Mains,No,Do not read,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat",Electric immersion heater,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, Vacuum cleaner, Bath, Power shower",14
956600240,2.0,Mortgage,Unknown,No,No,No,No,When billed,Oil,No,Detached,6.0,"Programmer/timer, Single house thermostat",Electric immersion heater,"Standalone tumble dryer, Dishwasher, Electric hob, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Games console",10
956610266,2.0,Rent,Council,Unknown,Economy 7,Mains,Unknown,When billed,Gas boiler,No,Semi detached,3.0,Programmer/timer,Gas or oil direct heating,"Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Power shower",17
956610365,2.0,Rent,Housing association,Unknown,Unknown,Mains,No,Electricity bills,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat",Electric immersion heater,"Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Toaster, Microwave, PC/laptop, Handheld devices, Bath, Power shower",10
956610383,2.0,Mortgage,Unknown,Unknown,No,Mains,Both,Regularly,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Room thermostats, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Dishwasher, Electric hob, Electric oven, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Handheld devices, Power shower, Hair drier",12
956610646,2.0,Rent,Council,No,No,Mains,No,Regularly,Gas boiler,No,Terraced,4.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Cooling fans, Bath, Power shower",16
956610724,2.0,Mortgage,Unknown,Unknown,Unknown,Mains,No,Asked to by provider,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Electric immersion heater,"Coffee-maker, Combined washing machine and tumble dryer, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Dehumidifier, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",18
956610746,1.0,Rent,Council,Yes,No,Mains,Both,Regularly,Gas boiler,No,Terraced,4.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Toaster, Kettle, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Bath, Power shower",12
956610753,2.0,Rent,Council,No,No,Mains,Smart electricity meter,Regularly,Gas boiler,No,Terraced,3.0,"Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Vacuum cleaner, Bath, Hair drier",13
956610843,2.0,Mortgage,Unknown,Yes,Unknown,Mains,Unknown,Asked to by provider,Gas boiler,No,Semi detached,3.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Handheld devices, Vacuum cleaner, Bath, Power shower, Hair drier",16
956610881,2.0,Mortgage,Unknown,Unknown,Unknown,Mains,Smart gas meter,Regularly,Gas boiler,No,Detached,2.0,Thermostatic radiator valves,Gas or oil direct heating,"Combined washing machine and tumble dryer, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, Games console, PC/laptop, Handheld devices, Cooling fans, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",18
956610888,1.0,Mortgage,Unknown,No,No,Mains,Smart electricity meter,Regularly,Gas boiler,No,Terraced,2.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Humidifier, Vacuum cleaner, Bath, Shower",17
956610897,2.0,Own,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,8.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Games console, PC/laptop, Vacuum cleaner, Bath",14
956610900,2.0,Own,Unknown,No,No,Mains,No,Electricity bills,Open fire,No,Semi detached,3.0,None,Other,"Combined washing machine and tumble dryer, Dishwasher, Electric oven, Gas hob, Fridge, Standalone freezer, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Cooling fans, Humidifier, Dehumidifier, Vacuum cleaner, Bath, Shower, Electric blanket, Hair drier",19
956610992,2.0,Own,Unknown,No,No,Mains,No,When billed,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Kettle, Microwave, Games console, Vacuum cleaner, Bath, Shower, Hair drier",12
956611043,1.0,Rent,Private landlord,Unknown,Unknown,Mains,Smart electricity meter,Do not read,Gas boiler,No,Semi detached,5.0,Programmer/timer,"Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Games console, Vacuum cleaner, Bath, Hair drier",13
956611082,2.0,Mortgage,Council,No,No,Mains,Smart gas meter,Asked to by provider,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, Games console, Mobile phones, PC/laptop, Handheld devices, Air conditioning unit, Vacuum cleaner, Bath, Power shower",15
956611098,1.0,Rent,Related to household member,Unknown,Economy 7,Mains,No,Regularly,Gas boiler,No,Terraced,2.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone washing machine, Electric hob, Electric oven, Fridge, Kettle, Mobile phones, Vacuum cleaner, Bath, Power shower",10
956611187,2.0,Mortgage,Unknown,Unknown,Unknown,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Thermostatic radiator valves","Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge, Standalone freezer, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Shower, Hair drier",12
956611200,1.0,Rent,Council,No,Economy 7,Mains,No,Regularly,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Handheld devices, Plug in electric heater, Vacuum cleaner, Shower",16
956611315,2.0,Mortgage,Unknown,Unknown,No,Mains,No,Regularly,Gas boiler,No,Semi detached,3.0,Unknown,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Mobile phones, Handheld devices, Vacuum cleaner, Bath, Power shower",13
956611489,2.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, Games console, Bath, Power shower, Electric blanket",15
956611549,2.0,Rent,Housing association,No,Unknown,Mains,No,Do not read,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Shower",12
956611573,1.0,Own,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,7.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Gas or oil direct heating, Solar heating","Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), PC/laptop, Vacuum cleaner",13
956611583,2.0,Mortgage,Unknown,No,No,Mains,No,When billed,Gas boiler,No,Semi detached,5.0,"Programmer/timer, Room thermostats, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Fridge, Toaster, Kettle, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), PC/laptop, Handheld devices, Vacuum cleaner, Bath",15
956611616,1.0,Mortgage,Unknown,No,No,Mains,No,When billed,Gas boiler,No,Detached,4.0,Unknown,Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Bath, Power shower, Hair drier",18
956611701,1.0,Mortgage,Unknown,No,Unsure,Mains,No,When billed,Gas boiler,No,Semi detached,4.0,Single house thermostat,Gas or oil direct heating,"Standalone washing machine, Dishwasher, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Power shower, Shower, Hair drier",14
956611708,1.0,Own,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Semi detached,4.0,Programmer/timer,Gas or oil direct heating,"Standalone washing machine, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Cooling fans, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Electric blanket",16
956611748,1.0,Mortgage,Unknown,No,No,Mains,Smart electricity meter,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Bath, Power shower, Shower",17
956611765,2.0,Own,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Terraced,5.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Bath, Shower, Hair drier",12
956611870,2.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Thermostatic radiator valves","Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Cooling fans, Vacuum cleaner, Power shower",14
956611889,2.0,Rent,Council,Unknown,Unknown,Mains,No,Asked to by provider,Other,No,Detached,3.0,None,Gas or oil direct heating,"Coffee-maker, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Bath, Power shower, Hair drier",17
956611924,1.0,Own,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Detached,7.0,"Programmer/timer, Room thermostats, Thermostatic radiator valves","Gas, oil or solid fuel, Solar heating","Standalone washing machine, Dishwasher, Gas hob, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Shower, Hair drier",13
956611964,2.0,Mortgage,Unknown,No,Unknown,Mains,No,Do not read,Gas boiler,No,Semi detached,4.0,Thermostatic radiator valves,Electric immersion heater,"Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Kettle, Microwave, TV with a screen less than 21 inches, Games console, Handheld devices, Plug in electric heater, Bath, Electric blanket",12
956611969,1.0,Mortgage,Unknown,Unknown,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Electric hob, Gas oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, Games console, Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",15
956611974,2.0,Rent,Private landlord,No,Unknown,Mains,Unknown,Regularly,Gas boiler,No,Detached,2.0,Single house thermostat,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Microwave, TV with a screen more than 21 inches, PC/laptop, Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",16
956611998,1.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Semi detached,5.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Handheld devices, Vacuum cleaner, Bath, Shower, Hair drier",16
956612032,2.0,Rent,Council,No,Unsure,No,Smart electricity meter,Regularly,Electric Heater,No,Shared house,2.0,Storage heater dials,Electric immersion heater,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Cooling fans, Vacuum cleaner, Bath, Hair drier",15
956612105,1.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Bath, Power shower, Hair drier",15
956612128,2.0,Rent,Housing association,No,No,No,No,Electricity bills,Electric Heater,No,Flat,2.0,Storage heater dials,Other,"Coffee-maker, Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, Games console, Cooling fans, Vacuum cleaner, Bath, Shower, Hair drier",14
956612168,2.0,Rent,Private landlord,Unknown,Unknown,No,No,Do not read,Electric Heater,No,Terraced,3.0,Programmer/timer,Unknown,"Standalone washing machine, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Cooling fans, Vacuum cleaner, Bath, Shower",12
956612213,1.0,Own,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Detached,3.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, Handheld devices, Dehumidifier, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Shower, Hair drier",17
956612324,1.0,Mortgage,Unknown,No,Economy 7,Mains,No,Asked to by provider,Gas boiler,No,Terraced,4.0,"Programmer/timer, Single house thermostat",Electric immersion heater,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Games console, Vacuum cleaner, Shower, Hair drier",13
956612339,2.0,Mortgage,Unknown,No,No,Mains,Unknown,Do not read,Gas boiler,No,Semi detached,3.0,Programmer/timer,"Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Handheld devices, Cooling fans, Vacuum cleaner, Bath, Power shower",17
956612452,1.0,Mortgage,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat",Electric immersion heater,"Standalone tumble dryer, Standalone washing machine, Gas hob, Gas oven, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, Games console, Vacuum cleaner, Bath, Shower, Hair drier",12
956612457,2.0,Mortgage,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Detached,5.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, PC/laptop, Handheld devices, Vacuum cleaner, Power shower, Shower, Hair drier",18
956612488,2.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,4.0,Programmer/timer,Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Games console, Mobile phones, Vacuum cleaner, Bath, Power shower, Hair drier",17
956612561,2.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,7.0,"Programmer/timer, Single house thermostat","Gas, oil or solid fuel","Combined washing machine and tumble dryer, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Mobile phones, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Shower, Hair drier",17
956612569,1.0,Own,Unknown,Yes,No,Mains,No,Electricity bills,Gas boiler,No,Detached,5.0,"Programmer/timer, Single house thermostat",Other,"Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",15
956612599,2.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Handheld devices, Cooling fans, Dehumidifier, Vacuum cleaner, Bath, Shower, Hair drier",18
956612633,2.0,Own,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,9.0,Programmer/timer,"Gas, oil or solid fuel, Solar heating","Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), PC/laptop, Vacuum cleaner, Bath, Electric blanket, Hair drier",16
956612763,2.0,Mortgage,Unknown,Unknown,Unknown,Mains,Unknown,Electricity bills,Gas boiler,No,Semi detached,3.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas oven, Fridge-freezer, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Hair drier",15
956612766,1.0,Mortgage,Unknown,Unknown,No,No,No,Asked to by provider,Other,No,Detached,4.0,Unknown,"Electric immersion heater, Gas or oil direct heating","Standalone tumble dryer, Standalone washing machine, Dishwasher, Fridge-freezer, Fridge, Toaster, Kettle, TV with a screen less than 21 inches, Vacuum cleaner, Bath",10
956612948,1.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Terraced,3.0,Single house thermostat,Gas or oil direct heating,"Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Handheld devices, Vacuum cleaner, Shower, Hair drier",13
956613037,2.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Terraced,4.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Dehumidifier, Vacuum cleaner, Bath, Shower, Hair drier",16
956613376,1.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,4.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Fridge-freezer, Fridge, Toaster, Kettle, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",16
956613381,1.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,5.0,Programmer/timer,"Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Fridge-freezer, Fridge, Toaster, Kettle, TV with a screen more than 21 inches, Games console, Cooling fans, Dehumidifier, Plug in electric heater, Vacuum cleaner",15
956613460,1.0,Own,Unknown,Unknown,Economy 7,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, Vacuum cleaner, Bath, Shower, Hair drier",14
956613485,1.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,9.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Cooling fans, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",17
956613619,1.0,Mortgage,Unknown,No,Unknown,Mains,No,Asked to by provider,Gas boiler,No,Terraced,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Combined washing machine and tumble dryer, Dishwasher, Electric oven, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath",13
