,changepoint_prior_scale,seasonality_prior_scale,changepoint_range,mape,rmse
0,0.01,0.01,0.8,0.3713829676569692,5.311865034347012
1,0.01,0.01,0.8375,0.36601246526987535,5.275732178378537
2,0.01,0.01,0.875,0.3651492992705931,5.266924890687332
3,0.01,0.01,0.9125,0.3748197595609057,5.323309141036297
4,0.01,0.01,0.95,0.3738594291992993,5.315037516521816
5,0.01,0.05623413251903491,0.8,0.3391016700052785,4.999761446041917
6,0.01,0.05623413251903491,0.8375,0.34260488738636913,5.003315167291419
7,0.01,0.05623413251903491,0.875,0.33653730102889995,4.975274419406622
8,0.01,0.05623413251903491,0.9125,0.3411948868954053,5.005054470028602
9,0.01,0.05623413251903491,0.95,0.34157975522116624,5.010072322517039
10,0.01,0.31622776601683794,0.8,0.3321056507458946,4.948742888957075
11,0.01,0.31622776601683794,0.8375,0.3369469623261987,4.981733575114275
12,0.01,0.31622776601683794,0.875,0.3384251593620748,4.985271135663938
13,0.01,0.31622776601683794,0.9125,0.3443197038155814,5.024345395528094
14,0.01,0.31622776601683794,0.95,0.3368481864027209,4.962309524246543
15,0.01,1.7782794100389228,0.8,0.3468870188208865,5.041131942345024
16,0.01,1.7782794100389228,0.8375,0.3349666910535971,4.978821724203148
17,0.01,1.7782794100389228,0.875,0.3380169366421796,4.989369474729572
18,0.01,1.7782794100389228,0.9125,0.3388077389546034,5.000814176496434
19,0.01,1.7782794100389228,0.95,0.33255071711301143,4.933039566785587
20,0.01,10.0,0.8,0.33652214217929527,4.964503976877632
21,0.01,10.0,0.8375,0.41080171059771803,6.290522896784043
22,0.01,10.0,0.875,0.3379963066187728,4.97405167813765
23,0.01,10.0,0.9125,0.3417572144078419,5.013759617528971
24,0.01,10.0,0.95,0.33683565008547084,4.9739093465164546
25,0.026591479484724942,0.01,0.8,0.35076902427793477,5.512858010187872
26,0.026591479484724942,0.01,0.8375,0.3514085446042642,5.522525734645536
27,0.026591479484724942,0.01,0.875,0.3506151882395634,5.517946415867807
28,0.026591479484724942,0.01,0.9125,0.352287180679512,5.522569540885228
29,0.026591479484724942,0.01,0.95,0.3522706811793058,5.504902876862829
