,changepoint_prior_scale,seasonality_prior_scale,changepoint_range,mape,rmse
0,0.01,0.01,0.8,0.16151020809467886,1.9725326282805298
1,0.01,0.01,0.8375,0.16372696101476839,2.0089105289249467
2,0.01,0.01,0.875,0.15930582003296745,1.9522899492592871
3,0.01,0.01,0.9125,0.16253696273998638,1.9854197761822123
4,0.01,0.01,0.95,0.1642917109961108,2.003555612358652
5,0.01,0.05623413251903491,0.8,0.16076614649871954,1.9570204746899094
6,0.01,0.05623413251903491,0.8375,0.16200002895157636,1.971138336953826
7,0.01,0.05623413251903491,0.875,0.1602228759350955,1.9546473639634125
8,0.01,0.05623413251903491,0.9125,0.15860645014464594,1.9333495714484972
9,0.01,0.05623413251903491,0.95,0.15987574972912766,1.9478064169161355
10,0.01,0.31622776601683794,0.8,0.16355936389656114,1.9984043221576318
11,0.01,0.31622776601683794,0.8375,0.16410751287699488,2.0043193167765323
12,0.01,0.31622776601683794,0.875,0.1620953550418637,1.973422914538274
13,0.01,0.31622776601683794,0.9125,0.1597420306555367,1.9451937967542006
14,0.01,0.31622776601683794,0.95,0.16205140961031084,1.9796071573484924
15,0.01,1.7782794100389228,0.8,0.15991646751097438,1.9604791809286217
16,0.01,1.7782794100389228,0.8375,0.161446319867388,1.974380969404284
17,0.01,1.7782794100389228,0.875,0.16226000906331745,1.9724941111281706
18,0.01,1.7782794100389228,0.9125,0.16761003823656312,2.046121168387133
19,0.01,1.7782794100389228,0.95,0.1616315629947841,1.968742752056511
20,0.01,10.0,0.8,0.15937764398417487,1.942979626434374
21,0.01,10.0,0.8375,0.16487030971643366,1.9934486205183415
22,0.01,10.0,0.875,0.16164932007721244,1.9636574032921685
23,0.01,10.0,0.9125,0.1634982090546105,1.9884040937607035
24,0.01,10.0,0.95,0.15928980422466296,1.9379997381663707
25,0.026591479484724942,0.01,0.8,0.1309118832344986,1.6180295447758266
26,0.026591479484724942,0.01,0.8375,0.12467133402472436,1.5353494043840499
27,0.026591479484724942,0.01,0.875,0.12170164064762286,1.497691605475053
28,0.026591479484724942,0.01,0.9125,0.12201096525844309,1.4990211217130567
29,0.026591479484724942,0.01,0.95,0.12266769499605458,1.5067490290936605
30,0.026591479484724942,0.05623413251903491,0.8,0.13056879641619193,1.610275242676526
31,0.026591479484724942,0.05623413251903491,0.8375,0.12572255976942132,1.5415406519436798
32,0.026591479484724942,0.05623413251903491,0.875,0.12177915101231125,1.496049377193108
33,0.026591479484724942,0.05623413251903491,0.9125,0.12220514287565588,1.50243261701294
34,0.026591479484724942,0.05623413251903491,0.95,0.12169718798105893,1.494280016399947
35,0.026591479484724942,0.31622776601683794,0.8,0.13104346251321206,1.6154892694675713
36,0.026591479484724942,0.31622776601683794,0.8375,0.12517059402291092,1.5347892378766455
37,0.026591479484724942,0.31622776601683794,0.875,0.12200191140518972,1.4987813488674415
38,0.026591479484724942,0.31622776601683794,0.9125,0.12282690430507408,1.5103926752033698
39,0.026591479484724942,0.31622776601683794,0.95,0.1217477961008558,1.4956603228994279
40,0.026591479484724942,1.7782794100389228,0.8,0.13138522169626302,1.6187600900010748
41,0.026591479484724942,1.7782794100389228,0.8375,0.1254377897521375,1.5382500773949204
42,0.026591479484724942,1.7782794100389228,0.875,0.12190717869207815,1.4954365585296396
43,0.026591479484724942,1.7782794100389228,0.9125,0.12289918961974952,1.5091720595408165
44,0.026591479484724942,1.7782794100389228,0.95,0.12236131938313692,1.5015684134742688
45,0.026591479484724942,10.0,0.8,0.12987049359384245,1.601826663160046
46,0.026591479484724942,10.0,0.8375,0.12450091687649538,1.5296270952120405
47,0.026591479484724942,10.0,0.875,0.12219136373183606,1.4992817803699845
48,0.026591479484724942,10.0,0.9125,0.12191712163939251,1.5010853326927365
49,0.026591479484724942,10.0,0.95,0.1222071821142422,1.4996462253075555
50,0.07071067811865475,0.01,0.8,0.11420149166209585,1.4191059690583556
51,0.07071067811865475,0.01,0.8375,0.10657388004696079,1.3255332021782853
52,0.07071067811865475,0.01,0.875,0.1004351412693736,1.2699710531688622
53,0.07071067811865475,0.01,0.9125,0.09957303736793846,1.2624502880863633
54,0.07071067811865475,0.01,0.95,0.09993155469694354,1.268072153759894
55,0.07071067811865475,0.05623413251903491,0.8,0.11345755588572366,1.406950629109754
56,0.07071067811865475,0.05623413251903491,0.8375,0.10706037126218705,1.3269837271999965
57,0.07071067811865475,0.05623413251903491,0.875,0.10021712325815793,1.2619851793749775
58,0.07071067811865475,0.05623413251903491,0.9125,0.09935234419645082,1.2563101640435272
59,0.07071067811865475,0.05623413251903491,0.95,0.10063020723146454,1.2725162276216693
60,0.07071067811865475,0.31622776601683794,0.8,0.114427950779809,1.4181984135684942
61,0.07071067811865475,0.31622776601683794,0.8375,0.10735884591994692,1.3317204326301368
62,0.07071067811865475,0.31622776601683794,0.875,0.1004754539248487,1.2667837020799018
63,0.07071067811865475,0.31622776601683794,0.9125,0.10029236333761612,1.265460131115367
64,0.07071067811865475,0.31622776601683794,0.95,0.10024035186134349,1.2690814501884815
