,changepoint_prior_scale,seasonality_prior_scale,changepoint_range,mape
92,0.03684031498640387,0.01,0.95,0.29031569861868145
93,0.03684031498640387,0.021544346900318832,0.8,0.24264497762036832
94,0.03684031498640387,0.021544346900318832,0.875,0.2418044607565231
95,0.03684031498640387,0.021544346900318832,0.95,0.24190514601283272
96,0.03684031498640387,0.046415888336127774,0.8,0.2410249805858315
97,0.03684031498640387,0.046415888336127774,0.875,0.24090377430511473
98,0.03684031498640387,0.046415888336127774,0.95,0.2416408884395162
99,0.03684031498640387,0.1,0.8,0.24410441292354312
100,0.03684031498640387,0.1,0.875,0.24123950783448783
101,0.03684031498640387,0.1,0.95,0.24260723733689182
102,0.03684031498640387,0.21544346900318834,0.8,0.2433256947160172
103,0.03684031498640387,0.21544346900318834,0.875,0.24285654577353216
104,0.03684031498640387,0.21544346900318834,0.95,0.24056512451339934
105,0.03684031498640387,0.46415888336127775,0.8,0.24163883310475037
106,0.03684031498640387,0.46415888336127775,0.875,0.24225650194390477
107,0.03684031498640387,0.46415888336127775,0.95,0.24404796773689438
108,0.03684031498640387,1.0,0.8,0.24137509566769996
109,0.03684031498640387,1.0,0.875,0.2422798485028938
110,0.03684031498640387,1.0,0.95,0.24327308073391754
111,0.03684031498640387,2.154434690031882,0.8,0.2427695145043602
112,0.03684031498640387,2.154434690031882,0.875,0.2433099380718221
113,0.03684031498640387,2.154434690031882,0.95,0.24372125524507118
114,0.03684031498640387,4.6415888336127775,0.8,0.24170195299602096
115,0.03684031498640387,4.6415888336127775,0.875,0.2434913395241868
116,0.03684031498640387,4.6415888336127775,0.95,0.2422797033455423
117,0.03684031498640387,10.0,0.8,0.24292924332421367
118,0.03684031498640387,10.0,0.875,0.24234820456842218
119,0.03684031498640387,10.0,0.95,0.24106254526650722
120,0.05689810202763908,0.01,0.8,0.30240288434141216
121,0.05689810202763908,0.01,0.875,0.3027099521713415
122,0.05689810202763908,0.01,0.95,0.30427045986521145
123,0.05689810202763908,0.021544346900318832,0.8,0.24816155438412138
124,0.05689810202763908,0.021544346900318832,0.875,0.24854655460307987
125,0.05689810202763908,0.021544346900318832,0.95,0.24903582736141175
126,0.05689810202763908,0.046415888336127774,0.8,0.2418462558887407
127,0.05689810202763908,0.046415888336127774,0.875,0.2421920144141752
128,0.05689810202763908,0.046415888336127774,0.95,0.24379459791912603
129,0.05689810202763908,0.1,0.8,0.2421031878601669
130,0.05689810202763908,0.1,0.875,0.24209880571567133
131,0.05689810202763908,0.1,0.95,0.2420119455784877
132,0.05689810202763908,0.21544346900318834,0.8,0.24379818030236597
133,0.05689810202763908,0.21544346900318834,0.875,0.24315329783904596
134,0.05689810202763908,0.21544346900318834,0.95,0.24147135006995243
135,0.05689810202763908,0.46415888336127775,0.8,0.24314282903180115
136,0.05689810202763908,0.46415888336127775,0.875,0.24227759651656308
137,0.05689810202763908,0.46415888336127775,0.95,0.2430281690465276
138,0.05689810202763908,1.0,0.8,0.24375657732395675
139,0.05689810202763908,1.0,0.875,0.2426902318522754
140,0.05689810202763908,1.0,0.95,0.24300374691315815
141,0.05689810202763908,2.154434690031882,0.8,0.24276199172972646
142,0.05689810202763908,2.154434690031882,0.875,0.24265179090048314
143,0.05689810202763908,2.154434690031882,0.95,0.24218626937059565
144,0.05689810202763908,4.6415888336127775,0.8,0.24263051087152865
145,0.05689810202763908,4.6415888336127775,0.875,0.24204999001608846
146,0.05689810202763908,4.6415888336127775,0.95,0.24222091760481518
147,0.05689810202763908,10.0,0.8,0.24265871939119438
148,0.05689810202763908,10.0,0.875,0.24156083163093137
149,0.05689810202763908,10.0,0.95,0.24351842196282839
150,0.08787639344404101,0.01,0.8,0.3164511437526127
151,0.08787639344404101,0.01,0.875,0.31453574586399846
152,0.08787639344404101,0.01,0.95,0.31447826118678057
153,0.08787639344404101,0.021544346900318832,0.8,0.26481412430806056
154,0.08787639344404101,0.021544346900318832,0.875,0.26586549701866313
155,0.08787639344404101,0.021544346900318832,0.95,0.2682680826673883
156,0.08787639344404101,0.046415888336127774,0.8,0.2450632050249422
157,0.08787639344404101,0.046415888336127774,0.875,0.24541318160185038
158,0.08787639344404101,0.046415888336127774,0.95,0.24487966594782615
159,0.08787639344404101,0.1,0.8,0.24589057817725898
160,0.08787639344404101,0.1,0.875,0.245598425127379
161,0.08787639344404101,0.1,0.95,0.24663412686710398
162,0.08787639344404101,0.21544346900318834,0.8,0.2455308521973458
163,0.08787639344404101,0.21544346900318834,0.875,0.24567324185797465
164,0.08787639344404101,0.21544346900318834,0.95,0.245214656634502
165,0.08787639344404101,0.46415888336127775,0.8,0.24525647486513963
166,0.08787639344404101,0.46415888336127775,0.875,0.24585723039377
167,0.08787639344404101,0.46415888336127775,0.95,0.24612701358235828
168,0.08787639344404101,1.0,0.8,0.2453098070514543
169,0.08787639344404101,1.0,0.875,0.24636731004524848
170,0.08787639344404101,1.0,0.95,0.2459292453211898
171,0.08787639344404101,2.154434690031882,0.8,0.2446568095176668
172,0.08787639344404101,2.154434690031882,0.875,0.24620347646084334
173,0.08787639344404101,2.154434690031882,0.95,0.24733946150094768
174,0.08787639344404101,4.6415888336127775,0.8,0.24516463766755425
175,0.08787639344404101,4.6415888336127775,0.875,0.24712926307338998
176,0.08787639344404101,4.6415888336127775,0.95,0.24673316485366908
177,0.08787639344404101,10.0,0.8,0.24579139704081282
178,0.08787639344404101,10.0,0.875,0.24597008114487484
179,0.08787639344404101,10.0,0.95,0.24500005630764757
180,0.13572088082974532,0.01,0.8,0.32027646613565697
181,0.13572088082974532,0.01,0.875,0.31986621138933136
182,0.13572088082974532,0.01,0.95,0.32319789199953336
183,0.13572088082974532,0.021544346900318832,0.8,0.2884390313710231
184,0.13572088082974532,0.021544346900318832,0.875,0.288441307748313
185,0.13572088082974532,0.021544346900318832,0.95,0.2896360476014734
186,0.13572088082974532,0.046415888336127774,0.8,0.25009877229471306
187,0.13572088082974532,0.046415888336127774,0.875,0.2519962569472946
188,0.13572088082974532,0.046415888336127774,0.95,0.25131947816613515
189,0.13572088082974532,0.1,0.8,0.2505974212366854
190,0.13572088082974532,0.1,0.875,0.25189697664920013
191,0.13572088082974532,0.1,0.95,0.25291710967116077
192,0.13572088082974532,0.21544346900318834,0.8,0.2508401110939425
193,0.13572088082974532,0.21544346900318834,0.875,0.2528687465189911
194,0.13572088082974532,0.21544346900318834,0.95,0.25226236439226346
195,0.13572088082974532,0.46415888336127775,0.8,0.25160827821137566
196,0.13572088082974532,0.46415888336127775,0.875,0.253474645862543
197,0.13572088082974532,0.46415888336127775,0.95,0.25230210234272127
198,0.13572088082974532,1.0,0.8,0.25057864208707953
199,0.13572088082974532,1.0,0.875,0.2526543620184396
200,0.13572088082974532,1.0,0.95,0.2521315764536292
201,0.13572088082974532,2.154434690031882,0.8,0.2508351065288716
202,0.13572088082974532,2.154434690031882,0.875,0.253520993173548
203,0.13572088082974532,2.154434690031882,0.95,0.25182184520947365
204,0.13572088082974532,4.6415888336127775,0.8,0.25167313546878106
205,0.13572088082974532,4.6415888336127775,0.875,0.2531465008652954
206,0.13572088082974532,4.6415888336127775,0.95,0.2530448494693697
207,0.13572088082974532,10.0,0.8,0.2514021550810186
208,0.13572088082974532,10.0,0.875,0.2527968767772876
209,0.13572088082974532,10.0,0.95,0.2525854269051012
210,0.20961440008267682,0.01,0.8,0.3186876195734232
211,0.20961440008267682,0.01,0.875,0.32201001553436415
212,0.20961440008267682,0.01,0.95,0.3253419281090964
213,0.20961440008267682,0.021544346900318832,0.8,0.30210258677434554
214,0.20961440008267682,0.021544346900318832,0.875,0.30656349144792755
215,0.20961440008267682,0.021544346900318832,0.95,0.3078385930802335
216,0.20961440008267682,0.046415888336127774,0.8,0.257289338347154
217,0.20961440008267682,0.046415888336127774,0.875,0.2637545945862858
218,0.20961440008267682,0.046415888336127774,0.95,0.2634234143679095
219,0.20961440008267682,0.1,0.8,0.25792442734057036
220,0.20961440008267682,0.1,0.875,0.26298882889105746
221,0.20961440008267682,0.1,0.95,0.2646158998863209
222,0.20961440008267682,0.21544346900318834,0.8,0.2604854503268734
223,0.20961440008267682,0.21544346900318834,0.875,0.2639911718450881
224,0.20961440008267682,0.21544346900318834,0.95,0.26438082079785263
225,0.20961440008267682,0.46415888336127775,0.8,0.26577132853819335
226,0.20961440008267682,0.46415888336127775,0.875,0.2650073657838413
227,0.20961440008267682,0.46415888336127775,0.95,0.2659290220139976
228,0.20961440008267682,1.0,0.8,0.26610976999451535
229,0.20961440008267682,1.0,0.875,0.2654834043642176
230,0.20961440008267682,1.0,0.95,0.26567906719197054
231,0.20961440008267682,2.154434690031882,0.8,0.25819904437515695
232,0.20961440008267682,2.154434690031882,0.875,0.26495321325334137
233,0.20961440008267682,2.154434690031882,0.95,0.26340361662014483
234,0.20961440008267682,4.6415888336127775,0.8,0.2583116143276225
235,0.20961440008267682,4.6415888336127775,0.875,0.2636410012705747
236,0.20961440008267682,4.6415888336127775,0.95,0.2663215475547535
237,0.20961440008267682,10.0,0.8,0.2620543162906446
238,0.20961440008267682,10.0,0.875,0.2642930678893712
239,0.20961440008267682,10.0,0.95,0.2643443263267825
240,0.32373940143476265,0.01,0.8,0.31774799550725574
241,0.32373940143476265,0.01,0.875,0.3217514158794488
242,0.32373940143476265,0.01,0.95,0.3239317294093205
243,0.32373940143476265,0.021544346900318832,0.8,0.3127117330201661
244,0.32373940143476265,0.021544346900318832,0.875,0.31744907430173896
245,0.32373940143476265,0.021544346900318832,0.95,0.3218719262516615
246,0.32373940143476265,0.046415888336127774,0.8,0.27911599436626455
247,0.32373940143476265,0.046415888336127774,0.875,0.2834956983223557
248,0.32373940143476265,0.046415888336127774,0.95,0.2865614770019272
249,0.32373940143476265,0.1,0.8,0.2778222391157259
250,0.32373940143476265,0.1,0.875,0.27879592703882017
251,0.32373940143476265,0.1,0.95,0.2792249990043053
252,0.32373940143476265,0.21544346900318834,0.8,0.2700435103581641
253,0.32373940143476265,0.21544346900318834,0.875,0.2782216055202752
254,0.32373940143476265,0.21544346900318834,0.95,0.2788421422017585
255,0.32373940143476265,0.46415888336127775,0.8,0.27112622373671386
256,0.32373940143476265,0.46415888336127775,0.875,0.27791876438562124
257,0.32373940143476265,0.46415888336127775,0.95,0.28084352291493975
258,0.32373940143476265,1.0,0.8,0.27318097652599294
259,0.32373940143476265,1.0,0.875,0.27873123983602044
260,0.32373940143476265,1.0,0.95,0.2809516975855368
261,0.32373940143476265,2.154434690031882,0.8,0.27308061917610776
262,0.32373940143476265,2.154434690031882,0.875,0.2772333034864522
263,0.32373940143476265,2.154434690031882,0.95,0.280674224926218
264,0.32373940143476265,4.6415888336127775,0.8,0.2724913231959266
265,0.32373940143476265,4.6415888336127775,0.875,0.27715029576678235
266,0.32373940143476265,4.6415888336127775,0.95,0.27846011350057687
267,0.32373940143476265,10.0,0.8,0.2742728051776977
268,0.32373940143476265,10.0,0.875,0.27904369682062535
269,0.32373940143476265,10.0,0.95,0.2783199829960751
270,0.5,0.01,0.8,0.3163766230112975
271,0.5,0.01,0.875,0.3136851138142427
272,0.5,0.01,0.95,0.3210391592511099
273,0.5,0.021544346900318832,0.8,0.3125579207649854
274,0.5,0.021544346900318832,0.875,0.31494747113625154
275,0.5,0.021544346900318832,0.95,0.31856182447497927
276,0.5,0.046415888336127774,0.8,0.2924894456315239
277,0.5,0.046415888336127774,0.875,0.3000960212693468
278,0.5,0.046415888336127774,0.95,0.3056233374852249
279,0.5,0.1,0.8,0.2827845630729806
280,0.5,0.1,0.875,0.28927443087855625
281,0.5,0.1,0.95,0.2942165457215518
282,0.5,0.21544346900318834,0.8,0.28410601831716514
283,0.5,0.21544346900318834,0.875,0.29055869412932783
284,0.5,0.21544346900318834,0.95,0.29355845176650697
285,0.5,0.46415888336127775,0.8,0.2824209358248122
286,0.5,0.46415888336127775,0.875,0.2893559798809928
287,0.5,0.46415888336127775,0.95,0.30575795259227
288,0.5,1.0,0.8,0.28300437696753444
289,0.5,1.0,0.875,0.2903196448514603
290,0.5,1.0,0.95,0.2937311032624159
291,0.5,2.154434690031882,0.8,0.2841650968687884
292,0.5,2.154434690031882,0.875,0.29129046096017847
293,0.5,2.154434690031882,0.95,0.29401151048184176
294,0.5,4.6415888336127775,0.8,0.281686253617482
295,0.5,4.6415888336127775,0.875,0.28959587307943474
296,0.5,4.6415888336127775,0.95,0.29337199257589497
297,0.5,10.0,0.8,0.2841238239204558
298,0.5,10.0,0.875,0.28965441058338515
299,0.5,10.0,0.95,0.29518401116462584
