,weekly,monthly,quarterly,yearly,mape,rmse
191,3,5,7,3,0.6475692288694112,0.8047168625481954
192,3,5,7,5,0.6447321629783537,0.8029521548500593
193,3,5,7,7,0.6207322234363608,0.7878656125484604
194,3,5,7,10,0.6492769028374693,0.8057772042180577
195,3,5,10,1,0.6879760333989435,0.8294432068556252
196,3,5,10,3,0.6281692532170218,0.7925712921983875
197,3,5,10,5,0.6250283694387426,0.7905873572469665
198,3,5,10,7,0.601266968233746,0.7754140624426062
199,3,5,10,10,0.6299451043950637,0.7936908115853828
200,3,7,1,1,0.7134546826024769,0.8446624666708453
201,3,7,1,3,0.6533708544163171,0.8083135866829885
202,3,7,1,5,0.6411918025282636,0.800744530126971
203,3,7,1,7,0.5938190659799761,0.7705965649936263
204,3,7,1,10,0.6325451813186211,0.7953270907737402
205,3,7,3,1,0.7046966208619466,0.8394621020998784
206,3,7,3,3,0.6337509732341705,0.7960847776676618
207,3,7,3,5,0.6182126890704237,0.7862650247025005
208,3,7,3,7,0.5977408661424441,0.7731370293437277
209,3,7,3,10,0.6313265623083962,0.7945606095877118
210,3,7,5,1,0.7214451428221118,0.849379269126644
211,3,7,5,3,0.6624521650537417,0.8139116445006433
212,3,7,5,5,0.6530251849143303,0.8080997369844457
213,3,7,5,7,0.6276055826650458,0.7922156162718871
214,3,7,5,10,0.6536285475525551,0.8084729726790841
215,3,7,7,1,0.7097609511877468,0.8424731160029659
216,3,7,7,3,0.6484200841842225,0.8052453565120524
217,3,7,7,5,0.6389589919961328,0.7993491052075637
218,3,7,7,7,0.6148403309795544,0.7841175492102918
219,3,7,7,10,0.6437545752556951,0.8023431779828972
220,3,7,10,1,0.6892987199373707,0.8302401579888621
221,3,7,10,3,0.6259119454125361,0.791145969725269
222,3,7,10,5,0.6153501399664258,0.7844425663912087
223,3,7,10,7,0.5879848693340626,0.7668017144829963
224,3,7,10,10,0.623031870962376,0.7893236794638661
225,3,10,1,1,0.7092684939232069,0.8421807964583418
226,3,10,1,3,0.6517810769079818,0.8073295962046615
227,3,10,1,5,0.6378858796307022,0.7986775817754636
228,3,10,1,7,0.5865721520408488,0.7658799854029669
229,3,10,1,10,0.6340237931295988,0.7962561102620179
230,3,10,3,1,0.685048469122197,0.8276765486119544
231,3,10,3,3,0.625733720927885,0.791033324789724
232,3,10,3,5,0.6219240496872772,0.7886216137586373
233,3,10,3,7,0.5918194790754456,0.7692980430726739
234,3,10,3,10,0.6231810675882993,0.7894181829602731
235,3,10,5,1,0.719878192945878,0.8484563588929473
236,3,10,5,3,0.659767971260872,0.8122610240931618
237,3,10,5,5,0.6490303787500823,0.805624216834426
238,3,10,5,7,0.6187003365256244,0.7865750673175602
239,3,10,5,10,0.647161512145486,0.8044634933578316
240,3,10,7,1,0.7098765862943278,0.8425417415738687
241,3,10,7,3,0.6434815509243609,0.8021730180730096
242,3,10,7,5,0.6416648381007786,0.8010398480105584
243,3,10,7,7,0.6131332618688063,0.7830282637739243
244,3,10,7,10,0.6398280262522068,0.7998925091862074
245,3,10,10,1,0.6843152610041868,0.8272334984780215
246,3,10,10,3,0.6241564181940669,0.7900357069108123
247,3,10,10,5,0.6124494261974581,0.7825914810406884
248,3,10,10,7,0.5835802072329308,0.7639242156345948
249,3,10,10,10,0.6172061206474583,0.785624669067525
250,5,1,1,1,0.7190458822521701,0.8479657317676051
251,5,1,1,3,0.6461451474407149,0.803831541705546
252,5,1,1,5,0.6384543267608533,0.7990333702423531
253,5,1,1,7,0.5885971243985002,0.7672008370684303
254,5,1,1,10,0.6270907398461055,0.7918906110354546
255,5,1,3,1,0.6764130701427458,0.8224433537592396
256,5,1,3,3,0.6246159931834255,0.7903265104900794
257,5,1,3,5,0.6154415917281546,0.7845008551481347
258,5,1,3,7,0.5895861369718631,0.7678451256417944
259,5,1,3,10,0.6179461673433746,0.7860955204956803
260,5,1,5,1,0.7228244192129936,0.8501908134136675
261,5,1,5,3,0.6550430446365353,0.8093472954403044
262,5,1,5,5,0.6527950801569002,0.8079573504566316
263,5,1,5,7,0.6155938880542466,0.7845979148928747
264,5,1,5,10,0.6465061606894352,0.8040560681254978
265,5,1,7,1,0.7320794914419567,0.8556164394411533
266,5,1,7,3,0.6677557350749785,0.8171632242550925
267,5,1,7,5,0.6511489357529922,0.8069379999436092
268,5,1,7,7,0.6288723787186882,0.7930147405431303
269,5,1,7,10,0.6567614790178907,0.8104082175162656
270,5,1,10,1,0.7211586529495887,0.8492106057684329
271,5,1,10,3,0.6536114393191982,0.8084623920252557
272,5,1,10,5,0.6474606058881857,0.8046493682891858
273,5,1,10,7,0.6227667827297224,0.7891557404782167
274,5,1,10,10,0.6545250183297466,0.8090272049379715
275,5,3,1,1,0.7328071957986828,0.8560415853208785
276,5,3,1,3,0.6630777818434981,0.814295881018379
277,5,3,1,5,0.6550383532954628,0.8093443972101511
278,5,3,1,7,0.6057536626498116,0.7783017812197346
279,5,3,1,10,0.6513641942618179,0.8070713687536053
280,5,3,3,1,0.7094486009811948,0.8422877186455913
281,5,3,3,3,0.6410494510872381,0.8006556382660639
282,5,3,3,5,0.632582586567538,0.795350606064733
283,5,3,3,7,0.6049502190807654,0.7777854582600303
284,5,3,3,10,0.6392004080113944,0.7995000988188772
285,5,3,5,1,0.7465236680199405,0.8640160114372537
286,5,3,5,3,0.6732815545929127,0.8205373572195922
287,5,3,5,5,0.6651876087887341,0.8155903437319093
288,5,3,5,7,0.645852690698797,0.80364960691759
289,5,3,5,10,0.6736733549298856,0.8207760686873646
290,5,3,7,1,0.7138771651392904,0.8449125192227243
291,5,3,7,3,0.6591701547279476,0.8118929453616084
292,5,3,7,5,0.6536253199827688,0.8084709765865247
293,5,3,7,7,0.6250892283589342,0.7906258459972924
294,5,3,7,10,0.653440263471764,0.8083565200279911
295,5,3,10,1,0.6893260336713921,0.8302566071229979
296,5,3,10,3,0.636581808249552,0.7978607699652566
297,5,3,10,5,0.6297377211910087,0.7935601560001666
298,5,3,10,7,0.6056016673504746,0.778204129615408
299,5,3,10,10,0.629429629496329,0.7933660123148262
300,5,5,1,1,0.7176889278526777,0.8471652305499073
301,5,5,1,3,0.6553471450078814,0.8095351413051082
302,5,5,1,5,0.6467262767428624,0.8041929350242157
303,5,5,1,7,0.598272444284237,0.7734807329754484
304,5,5,1,10,0.6397333321290479,0.7998333152157692
305,5,5,3,1,0.6951477106280964,0.8337551862675856
306,5,5,3,3,0.6379213405501477,0.7986997812383246
307,5,5,3,5,0.6263284376243048,0.7914091467909028
308,5,5,3,7,0.5996106881842099,0.7743453287676048
309,5,5,3,10,0.6340612880177834,0.7962796544040187
310,5,5,5,1,0.7372568246334785,0.8586366080208079
311,5,5,5,3,0.6625207401199898,0.8139537702597057
312,5,5,5,5,0.6566376831718665,0.8103318352205265
313,5,5,5,7,0.6235106957095143,0.7896269345137071
314,5,5,5,10,0.6546849448635285,0.8091260376872866
315,5,5,7,1,0.7158740365948629,0.8460933970873801
316,5,5,7,3,0.6500983946858974,0.8062867943144656
317,5,5,7,5,0.6502185602806727,0.8063613087696313
318,5,5,7,7,0.6203628363945651,0.7876311550431236
319,5,5,7,10,0.651421014574418,0.8071065695274807
320,5,5,10,1,0.7005595021915361,0.8369943262600625
321,5,5,10,3,0.6293982868351413,0.7933462591045233
322,5,5,10,5,0.6224938351219937,0.7889827850606081
323,5,5,10,7,0.5884912067670783,0.7671318053418711
324,5,5,10,10,0.627732009234988,0.7922954052845365
325,5,7,1,1,0.7207615106165172,0.8489767432718738
326,5,7,1,3,0.6553872834863865,0.809559931991688
327,5,7,1,5,0.6412615332589647,0.800788070127774
328,5,7,1,7,0.5951432589376368,0.7714552864149916
329,5,7,1,10,0.6300206970555267,0.7937384311317719
330,5,7,3,1,0.6837367453774221,0.8268837556618356
331,5,7,3,3,0.6283682350267014,0.7926968115406428
332,5,7,3,5,0.6191219763205057,0.7868430442728116
333,5,7,3,7,0.5915790452767289,0.7691417588954125
334,5,7,3,10,0.6194200929066861,0.7870324598812212
335,5,7,5,1,0.7294658104676314,0.8540877065428535
336,5,7,5,3,0.6633357487225247,0.8144542643528393
337,5,7,5,5,0.651123265112541,0.8069220935831048
338,5,7,5,7,0.6213033607185561,0.7882279877792694
339,5,7,5,10,0.6588497212784707,0.8116955841191147
340,5,7,7,1,0.7148304077419982,0.8454764383127411
341,5,7,7,3,0.647990709957727,0.8049787015553437
342,5,7,7,5,0.6402505852910708,0.8001566004796004
343,5,7,7,7,0.6157557934542929,0.7847010854167928
344,5,7,7,10,0.6423582502732534,0.8014725511664472
345,5,7,10,1,0.6900318687361118,0.8306815687952345
346,5,7,10,3,0.6243863605827078,0.7901812200898651
347,5,7,10,5,0.6185258228919289,0.7864641268945005
348,5,7,10,7,0.5917025091632839,0.7692220155217113
349,5,7,10,10,0.6186667100885687,0.7865536918027711
350,5,10,1,1,0.7177397964809459,0.8471952528673339
351,5,10,1,3,0.6468566736246427,0.8042740040711516
352,5,10,1,5,0.6392638410619038,0.7995397682804176
353,5,10,1,7,0.587566181240121,0.766528656502887
354,5,10,1,10,0.6259541208569402,0.7911726239304165
355,5,10,3,1,0.6758426920639251,0.8220965223524092
356,5,10,3,3,0.6260881175520685,0.7912573017369688
357,5,10,3,5,0.6168289081150155,0.7853845606548524
358,5,10,3,7,0.5878596408953184,0.7667200537975503
359,5,10,3,10,0.6186104852832393,0.7865179497527308
360,5,10,5,1,0.7198246219662306,0.8484247886325756
361,5,10,5,3,0.6633910465899224,0.8144882114493263
362,5,10,5,5,0.6478760613123178,0.8049074861823051
363,5,10,5,7,0.6204670983777071,0.787697339323745
364,5,10,5,10,0.6479951351159347,0.8049814501688437
365,5,10,7,1,0.7173308377555023,0.846953858102968
366,5,10,7,3,0.6435984927447742,0.8022459054085438
367,5,10,7,5,0.6335661678965684,0.7959686978120235
368,5,10,7,7,0.6111987496085253,0.7817920117323567
369,5,10,7,10,0.6469911115128139,0.8043575768977463
370,5,10,10,1,0.6770247878210286,0.8228151601793859
371,5,10,10,3,0.6199105004488222,0.7873439530782098
372,5,10,10,5,0.61429505579598,0.7837697721882236
373,5,10,10,7,0.5906636664301076,0.7685464634165637
374,5,10,10,10,0.6181048719997373,0.7861964589081646
375,7,1,1,1,0.6984521400582009,0.8357344913656495
376,7,1,1,3,0.6467752604000311,0.8042233896126318
377,7,1,1,5,0.6375907939456769,0.7984928264835426
378,7,1,1,7,0.5932496171408049,0.7702269906597696
379,7,1,1,10,0.6313263067311119,0.7945604487583761
380,7,1,3,1,0.6761958642606841,0.8223112940126045
381,7,1,3,3,0.6212315961613529,0.7881824637489424
382,7,1,3,5,0.6174458302204542,0.7857772141138061
383,7,1,3,7,0.5925385427517789,0.7697652517175473
384,7,1,3,10,0.6197309748130257,0.787229937701194
385,7,1,5,1,0.7466044108994316,0.8640627355113931
386,7,1,5,3,0.658999122833632,0.8117876094358869
387,7,1,5,5,0.6460023152646007,0.8037426921998114
388,7,1,5,7,0.6202481603533249,0.7875583536178922
389,7,1,5,10,0.6463763371079764,0.8039753336439971
390,7,1,7,1,0.7313662899703972,0.8551995614886605
391,7,1,7,3,0.6596213720067381,0.8121707776119121
392,7,1,7,5,0.6512837194084472,0.807021511118785
393,7,1,7,7,0.6258997378772297,0.7911382545909594
394,7,1,7,10,0.6610820170976821,0.8130695032392262
395,7,1,10,1,0.7198925253516032,0.8484648050164504
396,7,1,10,3,0.6630850663571647,0.8143003538972365
397,7,1,10,5,0.6459419902601528,0.8037051637635239
398,7,1,10,7,0.6185830652059543,0.7865005182490056
399,7,1,10,10,0.6526927231719918,0.8078940049115303
400,7,3,1,1,0.728544688270563,0.8535482928754312
401,7,3,1,3,0.6628929278144038,0.8141823676636604
402,7,3,1,5,0.6575312800236268,0.8108830248708052
403,7,3,1,7,0.6024789260016186,0.7761951597385921
404,7,3,1,10,0.6487695322245864,0.8054623096238498
405,7,3,3,1,0.6953748706534252,0.8338914021942097
406,7,3,3,3,0.6412860891702212,0.8008034023218316
407,7,3,3,5,0.6320092005727727,0.7949900631912153
408,7,3,3,7,0.6002353425100578,0.7747485672849339
409,7,3,3,10,0.637145777619226,0.798214117652166
410,7,3,5,1,0.726962054616379,0.852620697975588
411,7,3,5,3,0.670713335113465,0.8189709000406944
412,7,3,5,5,0.6617720342377139,0.813493721080694
413,7,3,5,7,0.6411859677048963,0.8007408867448298
414,7,3,5,10,0.6612597487637814,0.8131787926180696
415,7,3,7,1,0.706465406541257,0.8405149650906026
416,7,3,7,3,0.6600095829487294,0.8124097383394228
417,7,3,7,5,0.6478918440573723,0.8049172901965594
418,7,3,7,7,0.6310177798304601,0.7943662756124911
419,7,3,7,10,0.6583104316773042,0.8113633166943797
420,7,3,10,1,0.6857624358659054,0.8281077441166127
421,7,3,10,3,0.6369616304974226,0.7980987598646063
422,7,3,10,5,0.6245006996501021,0.7902535666797728
423,7,3,10,7,0.6041781858428947,0.7772889976340169
424,7,3,10,10,0.6335813073821784,0.7959782078563322
425,7,5,1,1,0.7097768554914483,0.8424825550071932
426,7,5,1,3,0.6544196810093601,0.8089621010958178
427,7,5,1,5,0.6452392842069155,0.8032678782367159
428,7,5,1,7,0.6024791883877169,0.7761953287592737
429,7,5,1,10,0.6364780894332395,0.7977957692500252
430,7,5,3,1,0.6949632412885761,0.8336445533250824
431,7,5,3,3,0.6321234469339747,0.7950619138997759
432,7,5,3,5,0.6216451530164439,0.7884447685262702
433,7,5,3,7,0.6025081212556386,0.7762139661560069
434,7,5,3,10,0.6290320687528904,0.7931154195657089
435,7,5,5,1,0.7430776111667087,0.862019495815906
436,7,5,5,3,0.6616397502164022,0.8134124109063017
437,7,5,5,5,0.6578124391602199,0.8110563723689124
438,7,5,5,7,0.6233948427188937,0.7895535717852802
439,7,5,5,10,0.6591796818210035,0.8118988125505564
440,7,5,7,1,0.7106568917200642,0.8430046807225119
441,7,5,7,3,0.6569050058610334,0.8104967648677158
442,7,5,7,5,0.6453771920702936,0.8033537154145076
443,7,5,7,7,0.6146531131706895,0.7839981589077167
444,7,5,7,10,0.6443042885569482,0.802685672325692
445,7,5,10,1,0.6947203855890134,0.8334988815763422
446,7,5,10,3,0.6268944148871589,0.791766641686273
447,7,5,10,5,0.619686086191223,0.7872014266953681
448,7,5,10,7,0.5968994784362284,0.7725926989275969
449,7,5,10,10,0.6261185797454604,0.7912765507365047
450,7,7,1,1,0.706491348000941,0.8405303968334168
451,7,7,1,3,0.6492920174501423,0.8057865830665973
452,7,7,1,5,0.6417043698644632,0.8010645229096488
453,7,7,1,7,0.5940197094551763,0.7707267411055466
454,7,7,1,10,0.6347113126994616,0.7966877134106322
455,7,7,3,1,0.6876845003550301,0.8292674480256838
456,7,7,3,3,0.6295492741725276,0.7934414119344463
457,7,7,3,5,0.6197547859005084,0.787245060893054
458,7,7,3,7,0.5853945762708359,0.7651108261362114
459,7,7,3,10,0.6228030277184067,0.7891787045520214
460,7,7,5,1,0.7272200864569461,0.8527720014499457
461,7,7,5,3,0.6575617132427456,0.8109017901341355
462,7,7,5,5,0.6531574536106717,0.8081815721795886
463,7,7,5,7,0.6238093651919592,0.789816032498682
464,7,7,5,10,0.6522554322059689,0.8076233232181751
465,7,7,7,1,0.7029021983736008,0.8383926278144392
466,7,7,7,3,0.6493197487448487,0.8058037904756025
467,7,7,7,5,0.6385631399000227,0.7991014578262404
468,7,7,7,7,0.6161753652090305,0.7849683848468233
469,7,7,7,10,0.6417330384167569,0.801082416744218
470,7,7,10,1,0.6899355294792388,0.8306235786920805
471,7,7,10,3,0.6212773587455972,0.7882114936649917
472,7,7,10,5,0.6179398541942291,0.7860915049752345
473,7,7,10,7,0.5848817564657911,0.7647756249160869
474,7,7,10,10,0.619989517542376,0.7873941310057981
475,7,10,1,1,0.7199945648142707,0.8485249347039077
476,7,10,1,3,0.6479231985448125,0.8049367667989905
477,7,10,1,5,0.6396500292122658,0.7997812383472531
478,7,10,1,7,0.5918378246816896,0.7693099665815396
479,7,10,1,10,0.6306374850067701,0.7941268695912324
480,7,10,3,1,0.6896451792057218,0.830448781807597
481,7,10,3,3,0.6284337960090276,0.7927381635880965
482,7,10,3,5,0.6127409950846625,0.7827777430948472
483,7,10,3,7,0.5916200175003264,0.769168393461618
484,7,10,3,10,0.6225366252443633,0.7890099018671206
485,7,10,5,1,0.7203367966670102,0.8487265735600661
486,7,10,5,3,0.6538113637412876,0.808586027421503
487,7,10,5,5,0.6521162540388871,0.8075371533489262
488,7,10,5,7,0.6159989183011759,0.7848559857076812
489,7,10,5,10,0.6526794499634633,0.8078857901730067
490,7,10,7,1,0.7148470251794038,0.8454862655178993
491,7,10,7,3,0.6446815691595548,0.802920649354315
492,7,10,7,5,0.6325647084968815,0.7953393668723318
493,7,10,7,7,0.6106656883789044,0.7814510147020761
494,7,10,7,10,0.6454800486278999,0.8034177298441327
495,7,10,10,1,0.6797733390355626,0.8244836802724251
496,7,10,10,3,0.6229683215897213,0.7892834228524765
497,7,10,10,5,0.6109113001019862,0.7816081499715738
498,7,10,10,7,0.5885201117335409,0.7671506447455682
499,7,10,10,10,0.6143498507401673,0.7838047274290755
