,weekly,monthly,quarterly,yearly,mape,rmse
500,10,1,1,1,0.7152782704600066,0.8457412550301697
501,10,1,1,3,0.6492859973340287,0.8057828475054732
502,10,1,1,5,0.6356558822987526,0.7972803034684556
503,10,1,1,7,0.5904431225378276,0.7684029688502171
504,10,1,1,10,0.6352490178020949,0.7970251048756839
505,10,1,3,1,0.6751580921518543,0.8216800424446575
506,10,1,3,3,0.6222155872549953,0.7888064320573174
507,10,1,3,5,0.6188046553629767,0.7866413765897244
508,10,1,3,7,0.5906584567356135,0.7685430740925413
509,10,1,3,10,0.6121287969931862,0.7823866032807478
510,10,1,5,1,0.7161767380246822,0.8462722599876958
511,10,1,5,3,0.6603795244029794,0.8126373880169306
512,10,1,5,5,0.6487631792386267,0.8054583659250345
513,10,1,5,7,0.6219852609199439,0.7886604218039244
514,10,1,5,10,0.648557114665996,0.8053304381842251
515,10,1,7,1,0.7250864697377649,0.8515200935607832
516,10,1,7,3,0.6672392843716514,0.8168471609619827
517,10,1,7,5,0.6520578894212798,0.8075010151208974
518,10,1,7,7,0.6222549028157532,0.7888313525816233
519,10,1,7,10,0.6624818369310431,0.8139298722439441
520,10,1,10,1,0.7173978074911043,0.8469933928261213
521,10,1,10,3,0.6555801406925833,0.8096790356015051
522,10,1,10,5,0.6468425881692338,0.804265247396177
523,10,1,10,7,0.6230738779688825,0.7893502885087725
524,10,1,10,10,0.6536366221509249,0.8084779663979254
525,10,3,1,1,0.7337611094244001,0.8565985695904471
526,10,3,1,3,0.6677866483524374,0.8171821390317078
527,10,3,1,5,0.6551763459032854,0.809429642342857
528,10,3,1,7,0.6184497928346524,0.7864157887750298
529,10,3,1,10,0.651339465450089,0.8070560485183721
530,10,3,3,1,0.6950742851071093,0.8337111520827278
531,10,3,3,3,0.6382461129345964,0.7989030685474906
532,10,3,3,5,0.6358317162366849,0.7973905669348521
533,10,3,3,7,0.6044691973319531,0.7774761715525134
534,10,3,3,10,0.635226973064484,0.7970112753684755
535,10,3,5,1,0.7430367964078421,0.8619958215721478
536,10,3,5,3,0.6748190399253393,0.8214737000813472
537,10,3,5,5,0.6682909180952914,0.8174906226344687
538,10,3,5,7,0.6387784135160259,0.7992361437748082
539,10,3,5,10,0.6676376943611443,0.8170909951536268
540,10,3,7,1,0.7096402074856895,0.8424014526849354
541,10,3,7,3,0.6664620453945437,0.8163712668844634
542,10,3,7,5,0.6477699448088857,0.8048415650355576
543,10,3,7,7,0.6280811474837263,0.7925157080359521
544,10,3,7,10,0.6638991149908829,0.8148000460179681
545,10,3,10,1,0.6856174039207573,0.8280201712040337
546,10,3,10,3,0.6357309056052685,0.7973273515973652
547,10,3,10,5,0.6276636493059539,0.7922522636799177
548,10,3,10,7,0.6094325866632582,0.7806616339127075
549,10,3,10,10,0.6323291105651968,0.7951912415043294
550,10,5,1,1,0.7164095800669437,0.8464098180355327
551,10,5,1,3,0.6541531858879056,0.8087973701044692
552,10,5,1,5,0.6453111439986301,0.8033126066473936
553,10,5,1,7,0.5941286388813661,0.7707974045632005
554,10,5,1,10,0.6346438910761377,0.7966453985784
555,10,5,3,1,0.6942522922751498,0.8332180340554025
556,10,5,3,3,0.6364955730748825,0.7978067266417866
557,10,5,3,5,0.624892274690374,0.7905012806380354
558,10,5,3,7,0.6000257379044823,0.7746132828092237
559,10,5,3,10,0.6305885052292194,0.7940960302313691
560,10,5,5,1,0.7182245210199978,0.8474812806310225
561,10,5,5,3,0.6617064856543915,0.8134534317675423
562,10,5,5,5,0.6626241252403512,0.8140172757628373
563,10,5,5,7,0.6291913568159527,0.7932158324289504
564,10,5,5,10,0.6598336483164448,0.8123014516276853
565,10,5,7,1,0.718142344749483,0.8474327965977497
566,10,5,7,3,0.6565570904860385,0.8102821054953876
567,10,5,7,5,0.6400507361107401,0.8000317094407822
568,10,5,7,7,0.6235942758030176,0.7896798565260593
569,10,5,7,10,0.6431749258653455,0.8019818737760508
570,10,5,10,1,0.6963777046124848,0.8344924832570302
571,10,5,10,3,0.6270167105567938,0.7918438675375302
572,10,5,10,5,0.6213479395379305,0.7882562651434688
573,10,5,10,7,0.5980897232105179,0.7733626078435121
574,10,5,10,10,0.6244942995774297,0.7902495172902225
575,10,7,1,1,0.7225453171628202,0.8500266567366109
576,10,7,1,3,0.6564214434056105,0.8101983975580367
577,10,7,1,5,0.6411257693503851,0.8007032967025833
578,10,7,1,7,0.5904049331668986,0.768378118615372
579,10,7,1,10,0.6316750628732671,0.7947798832842129
580,10,7,3,1,0.6791847805009321,0.8241266774598017
581,10,7,3,3,0.6277093700260745,0.7922811180547435
582,10,7,3,5,0.6169596965146598,0.7854678201649382
583,10,7,3,7,0.5920297762732978,0.7694347121577618
584,10,7,3,10,0.6180981730879754,0.7861921985672304
585,10,7,5,1,0.7356951629629215,0.8577267414292978
586,10,7,5,3,0.657455090402947,0.8108360440945795
587,10,7,5,5,0.6501633918975261,0.8063270998159036
588,10,7,5,7,0.6205379374568312,0.7877423039654727
589,10,7,5,10,0.6506046344350715,0.8066006660269204
590,10,7,7,1,0.709117519862157,0.842091158878988
591,10,7,7,3,0.6443242764191346,0.8026981228451544
592,10,7,7,5,0.6407032184751035,0.8004393908817228
593,10,7,7,7,0.6065169820371555,0.7787920017804212
594,10,7,7,10,0.6438199918074909,0.802383942889868
595,10,7,10,1,0.6870219639666393,0.8288678808873217
596,10,7,10,3,0.6280460577258039,0.7924935695170049
597,10,7,10,5,0.6157838943688467,0.7847189907023066
598,10,7,10,7,0.5948327422080665,0.7712540062833168
599,10,7,10,10,0.6223628733822155,0.788899786653676
600,10,10,1,1,0.7083200706734163,0.8416175322992127
601,10,10,1,3,0.6517139215508412,0.8072880040919976
602,10,10,1,5,0.6360588292148764,0.7975329643437169
603,10,10,1,7,0.5910742377452803,0.7688135259900676
604,10,10,1,10,0.6342351688995321,0.7963888302202211
605,10,10,3,1,0.6785134853329753,0.8237193000852749
606,10,10,3,3,0.6273329201820123,0.792043509020819
607,10,10,3,5,0.6191070825893253,0.7868335799832932
608,10,10,3,7,0.5919871755680347,0.7694070285408333
609,10,10,3,10,0.6174773044623945,0.785797241317628
610,10,10,5,1,0.7249483273208506,0.8514389745136468
611,10,10,5,3,0.6549270545816198,0.8092756357271729
612,10,10,5,5,0.6469478932017861,0.8043307113381821
613,10,10,5,7,0.6236498117757493,0.7897150193428951
614,10,10,5,10,0.6520174842751386,0.8074759960984219
615,10,10,7,1,0.7141980432261208,0.8451023862385674
616,10,10,7,3,0.638893542684369,0.799308165030465
617,10,10,7,5,0.6342090811515236,0.7963724512761121
618,10,10,7,7,0.6135704727628749,0.7833073935326251
619,10,10,7,10,0.6423287539231134,0.8014541496075203
620,10,10,10,1,0.6691420526029911,0.8180110345239795
621,10,10,10,3,0.6194163695732371,0.7870300944520718
622,10,10,10,5,0.6114647393095326,0.781962108614946
623,10,10,10,7,0.5896771122561346,0.7679043640038352
624,10,10,10,10,0.6208257762190156,0.7879249813396042
