ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,monthly,monthly_lower,monthly_upper,quarterly,quarterly_lower,quarterly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
2017-01-01,9.992823185358,11.865528003774173,14.609872456812994,9.813597232725,10.1712761514,3.243758973939126,3.0202711352562845,3.470540603643953,0.05741240453990399,-0.011593818241778494,0.12741237714963588,0.053682090496214724,-0.4150251482364991,0.5147249410839817,1.0326685933301856,0.9374928801904711,1.1305214435284752,2.099995885572822,1.6224900396507218,2.5850585729701256,0.0,0.0,0.0,13.236582159297127,18.957
2017-01-02,9.994029451367124,10.877713799749383,13.616989386600196,9.815939098846874,10.170952473055983,2.2507210695583044,2.025325290567464,2.476647364821418,0.05261521980901025,-0.016186349770769052,0.12310413183394822,0.040459515737214666,-0.42800871485449404,0.5033595843817879,0.06472702947638545,-0.03269093240711672,0.16173740527497338,2.092919304535694,1.611878156899899,2.5779468475601326,0.0,0.0,0.0,12.244750520925429,13.64
2017-01-03,9.99523571737625,10.218424450661708,12.935924442445476,9.818060432492413,10.170675020670268,1.584451016308832,1.3619425668462166,1.8105668819327132,0.04559300952525215,-0.02454811023446851,0.11610107711717309,0.027291196473328488,-0.44212274080983716,0.4902108783772468,-0.5715694264572491,-0.6696905446399679,-0.47385659770043664,2.0831362367675,1.6004967424849967,2.5675736493446024,0.0,0.0,0.0,11.579686733685081,10.833
2017-01-04,9.996441983385374,10.471533441128402,13.179851315004306,9.820072566,10.170731706937636,1.8284412150660818,1.6028826279436619,2.0602422927081836,0.036642733339801545,-0.0338918184275612,0.107126926164259,0.014364071554618545,-0.45830883922277055,0.4770928984162591,-0.2932987898392642,-0.39060011178897147,-0.19608058573992768,2.0707332000109258,1.5904579398730179,2.5553364580895392,0.0,0.0,0.0,11.824883198451456,13.736
2017-01-05,9.9976482493945,10.322886852401277,13.048524713883117,9.822568117193036,10.170504879917143,1.6937859150485521,1.464423297545881,1.923673298516173,0.026142886168942846,-0.04368843492900761,0.09654706212362942,0.001856920545587338,-0.47076223286983665,0.46446086155084637,-0.3900271616560848,-0.4882315266560749,-0.2901716797881187,2.0558132699901073,1.5742159932379736,2.540237294529898,0.0,0.0,0.0,11.691434164443052,12.527
2017-01-06,9.998854515403623,10.260087319037035,12.979523188926857,9.824672438447545,10.170383079690403,1.6309314238046455,1.4106422854384266,1.8564629528439414,0.014537492162765335,-0.05480606606171062,0.08509434326555751,-0.010062708698455228,-0.4802666085002318,0.4582783480506562,-0.41203858897894796,-0.5082105901153349,-0.3173247990268094,2.0384952293192833,1.5561014716754522,2.523453249928625,0.0,0.0,0.0,11.629785939208269,11.623
2017-01-07,10.00006078141275,11.21256482640257,13.92436743816292,9.8272838752875,10.170125751308303,2.5695269015082913,2.3443879296629784,2.797639786295639,0.0023173275321363407,-0.06619479304308516,0.07223541446205926,-0.02124134423912003,-0.4942608819484446,0.44651726262924774,0.5695383441255671,0.47350999168279356,0.6672979235338898,2.0189125740897085,1.5365209048448054,2.5083928803319657,0.0,0.0,0.0,12.569587682921041,7.814
2017-01-08,10.001267047421873,11.630450977346742,14.344498424950647,9.829226149202816,10.17090209743875,2.988337993409693,2.762470580661756,3.218047870641476,-0.010000833704646083,-0.07854729543057663,0.05922592300909911,-0.03154215374685979,-0.5032485450692555,0.4365952919664221,1.0326685933299016,0.9374928801902551,1.1305214435282127,1.9972123875312973,1.5153237787980878,2.487142170867452,0.0,0.0,0.0,12.989605040831567,12.194
2017-01-09,10.002473313430997,10.613758151899379,13.317914719353562,9.831510047105358,10.171169072093571,1.975537866773252,1.7450077922328506,2.2058201863504325,-0.021896073387108278,-0.09076471710113955,0.04616270553467097,-0.04084718075644504,-0.5080008224786637,0.4262520181639102,0.06472702947553617,-0.03269093240793886,0.16173740527409755,1.9735540914412686,1.4886553997480279,2.463782903861892,0.0,0.0,0.0,11.978011180204248,6.848
2017-01-10,10.003679579440123,9.972900762662684,12.650608240182118,9.83432735339866,10.171493704427546,1.2946140898501914,1.0664999372085602,1.5233996900701725,-0.032865358127825595,-0.10177030815047912,0.03468321282335354,-0.0490592128228227,-0.5146325825275714,0.4181252980097462,-0.571569426457242,-0.6696905446399678,-0.4738565977003609,1.9481080872580816,1.4591318705655427,2.4395663142486876,0.0,0.0,0.0,11.298293669290313,13.768
