ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,y_median,y_median_lower,y_median_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-01-13,1.208478467905887,8.888869441574066,14.832318739828855,1.185386758416134,1.2335473887144952,-0.013813461245971112,-0.03710641786011313,0.008008509217752643,-0.026663253976145405,-0.03655450884520451,-0.016399362070476178,5.011295452795128e-05,-0.005087354527317287,0.005160992954657467,-0.026663253976145405,-0.03655450884520451,-0.016399362070476178,0.012799679775646344,-0.007381079405513639,0.03184680843091096,0.0,0.0,0.0,11.14936039041352
2017-01-14,1.208120513446891,8.60784281467202,14.363762868489765,1.1853890951106132,1.232885986506151,-0.017800234985546885,-0.04007559383136311,0.0024482960941310155,-0.040864107012549895,-0.05602344569714017,-0.025133664750185546,0.010853804720048665,0.004526454850478638,0.01694175082443488,-0.040864107012549895,-0.05602344569714017,-0.025133664750185546,0.012210067306954347,-0.007914658263140431,0.03146887677576311,0.0,0.0,0.0,10.909388057337587
2017-01-15,1.207762558987895,8.180677916351426,13.26982667483264,1.1853914318050927,1.2321193753924051,-0.03190778528697944,-0.054847585661376555,-0.009857859133986402,-0.05403071337753036,-0.07407446187320796,-0.033231849060770056,0.010406442615203293,0.001716935666199391,0.018787701341816142,-0.05403071337753036,-0.07407446187320796,-0.033231849060770056,0.011716485475347631,-0.008215905757157704,0.030918933474390977,0.0,0.0,0.0,10.169452795583384
2017-01-16,1.2074046045288993,8.959874028958483,15.227371439348005,1.1853415054392513,1.2313527642786593,-0.010392259183599015,-0.032814392688624114,0.010815924909742891,-0.022399167735002466,-0.030708576523589652,-0.013776715403613946,0.0007055708662516801,-0.003919195359808839,0.00517493780374963,-0.022399167735002466,-0.030708576523589652,-0.013776715403613946,0.011301337685151768,-0.008594151926133962,0.030338682744871122,0.0,0.0,0.0,11.282706712407496
2017-01-17,1.2070466500699033,8.536917435994043,14.072730640282106,1.1852721204361971,1.2305861531649136,-0.01987043644798733,-0.04343435185768453,0.003008832458804495,-0.024998479820750832,-0.03427215419925307,-0.015375434752215918,-0.005817958744565198,-0.012619889168263376,0.0009834168650128294,-0.024998479820750832,-0.03427215419925307,-0.015375434752215918,0.010946002117328706,-0.00891427150933751,0.029932395870582638,0.0,0.0,0.0,10.741062774520286
2017-01-18,1.2066886956109075,8.305022220077184,13.68703147328728,1.1852096944010007,1.2298195420511677,-0.02678549030511546,-0.04855032082127151,-0.0057759010611398,-0.029223229769405556,-0.040064157662335335,-0.017973887443969123,-0.008193705796533491,-0.011997781493501355,-0.0041636591065852555,-0.029223229769405556,-0.040064157662335335,-0.017973887443969123,0.010631445260823586,-0.008995129964712157,0.029704227196701016,0.0,0.0,0.0,10.367891931312727
2017-01-19,1.2063307411519115,8.246193040587722,13.5976308335066,1.1851437888818754,1.2290529309374219,-0.028227356585257667,-0.05111049792194991,-0.006469946908254557,-0.030561925662676945,-0.04189946894562464,-0.018797258765251148,-0.008004266614931118,-0.012112031289245352,-0.0038336643482356292,-0.030561925662676945,-0.04189946894562464,-0.018797258765251148,0.010338835692350393,-0.009209505079571275,0.029336874375366646,0.0,0.0,0.0,10.27887950084349
2017-01-20,1.2059727866929155,8.694094840586708,14.482150457703014,1.18507788336275,1.228457764003216,-0.0146091527187437,-0.03708971548921683,0.006802722932757492,-0.024709406931083422,-0.03387584407477576,-0.01519763908681604,5.011295453665934e-05,-0.005087354527302071,0.005160992954664203,-0.024709406931083422,-0.03387584407477576,-0.01519763908681604,0.010050141257803059,-0.009368417066188078,0.02896432839729816,0.0,0.0,0.0,10.966223117673943
2017-01-21,1.2056148322339197,8.47308604353743,13.992948759189899,1.1850119778436246,1.2278837966208076,-0.018482549178925032,-0.040206848475679256,0.0012500649835965561,-0.03908504724385792,-0.05358440895732661,-0.024039445518058075,0.01085380472003988,0.004526454850473387,0.016941750824409407,-0.03908504724385792,-0.05358440895732661,-0.024039445518058075,0.009748693344892999,-0.009238898517642318,0.02848568018863936,0.0,0.0,0.0,10.738741635480796
2017-01-22,1.2052568777749237,8.114022204172217,13.274237126011394,1.1849460723244993,1.2271610272888385,-0.03257820402501183,-0.05429489708802813,-0.01213202778231591,-0.05240434955003663,-0.0718447666165514,-0.03223154619866414,0.010406442615227227,0.0017169356662209974,0.01878770134183945,-0.05240434955003663,-0.0718447666165514,-0.03223154619866414,0.009419702909797557,-0.009188854924758403,0.02796837791418711,0.0,0.0,0.0,10.018172743378452
2017-01-23,1.204898923315928,8.786831358780615,14.756491233521082,1.184880166805374,1.226513032038076,-0.01063446318271321,-0.03160551126259107,0.009348724438936355,-0.02039074835258919,-0.027955094741321455,-0.012541427442473692,0.0007055708662446474,-0.003919195359814333,0.005174937803754502,-0.02039074835258919,-0.027955094741321455,-0.012541427442473692,0.009050714303631333,-0.009300258983860811,0.027450538093489327,0.0,0.0,0.0,11.126869335743008
2017-01-24,1.204540968856932,8.460571695183607,13.83110273691773,1.1848142612862484,1.2256141866767902,-0.02020941682793425,-0.04320775349402016,0.0008300558109950604,-0.02302344278286399,-0.0315644385942623,-0.014160678761972393,-0.005817958744567855,-0.012619889168263664,0.000983416865007842,-0.02302344278286399,-0.0315644385942623,-0.014160678761972393,0.008631984699497601,-0.009580229913992787,0.02680894704858161,0.0,0.0,0.0,10.592472554242116
2017-01-25,1.204183014397936,8.192890958715548,13.43965379007617,1.1851626275583438,1.2249566523383977,-0.027338605390762633,-0.04836621064247092,-0.008016735229780851,-0.027301678594324946,-0.03742976954568463,-0.01679202818983275,-0.008193705796534726,-0.011997781493503477,-0.004163659106590724,-0.027301678594324946,-0.03742976954568463,-0.01679202818983275,0.008156779000097038,-0.010111142497108564,0.025891650143333018,0.0,0.0,0.0,10.217371526363106
2017-01-26,1.20382505993894,8.123871119466989,13.059163034339086,1.1851242704410323,1.2241402937011576,-0.029039818437767272,-0.05073645370692343,-0.008666209299671188,-0.028657124275550002,-0.03928804427793839,-0.017625701548424317,-0.008004266614935534,-0.012112031289254683,-0.0038336643482374563,-0.028657124275550002,-0.03928804427793839,-0.017625701548424317,0.007621572452718262,-0.010770427525827056,0.025203870758404124,0.0,0.0,0.0,10.118086226897882
2017-01-27,1.2034671054799442,8.5939529245688,14.137858520298481,1.18496509790952,1.2233508484741278,-0.015654406623910676,-0.03656447707493729,0.004401639367710296,-0.02273067532779366,-0.031163063333180845,-0.013980610736425111,5.0112954521388224e-05,-0.005087354527328755,0.005160992954652391,-0.02273067532779366,-0.031163063333180845,-0.013980610736425111,0.007026155749361596,-0.011039379289731883,0.02474341778847625,0.0,0.0,0.0,10.774786750144354
2017-01-28,1.2031091510209482,8.380808424018682,13.702734593914915,1.1848365769592697,1.2225624301781186,-0.020057225519626614,-0.04000669670457454,-0.0004884747127392463,-0.03728467031533232,-0.05111614704085648,-0.022932115064669387,0.01085380472004489,0.004526454850476382,0.01694175082442393,-0.03728467031533232,-0.05111614704085648,-0.022932115064669387,0.006373640075660821,-0.011712001124484084,0.0237286540403475,0.0,0.0,0.0,10.526748009141564
2017-01-29,1.2027511965619522,7.844204479742845,12.662414726304391,1.184698638092143,1.221897577623681,-0.034682798677635074,-0.05562743943440292,-0.01483221451315052,-0.05075960361334198,-0.06958987004823276,-0.03121993733224703,0.010406442615221919,0.001716935666216204,0.018787701341834277,-0.05075960361334198,-0.06958987004823276,-0.03121993733224703,0.005670362320484989,-0.01224256307488207,0.02284657434149072,0.0,0.0,0.0,9.805172800338205
2017-01-30,1.2023932421029562,8.563550913916838,14.272998907289628,1.1845567606425131,1.2212977219853853,-0.012725021964577928,-0.03309963100209503,0.005929572686722708,-0.018356286225388707,-0.02516590914940089,-0.01129012176641175,0.0007055708662376157,-0.003919195359819827,0.005174937803759378,-0.018356286225388707,-0.02516590914940089,-0.01129012176641175,0.004925693394573166,-0.012508029746490764,0.022187747681465864,0.0,0.0,0.0,10.874117722982069
2017-01-31,1.2020352876439604,8.28299502037324,13.367098559241233,1.1844148831928831,1.2205805901138465,-0.022689277441292576,-0.044775823415432486,-0.0017975346805987782,-0.021023073954072772,-0.028821993875731703,-0.012930342332398167,-0.005817958744570513,-0.01261988916826395,0.0009834168650028545,-0.021023073954072772,-0.028821993875731703,-0.012930342332398167,0.004151755257350716,-0.013255359130402539,0.021169036453056834,0.0,0.0,0.0,10.340197888685847
2017-02-01,1.2016773331849644,7.9625658809212885,12.808578374434125,1.1842730057432533,1.2199030785913765,-0.030186569468827362,-0.05022249112401767,-0.011155900356548374,-0.02535591841710808,-0.03476219162468689,-0.015595279072975476,-0.008193705796532561,-0.01199778149349976,-0.004163659106581133,-0.02535591841710808,-0.03476219162468689,-0.015595279072975476,0.003363054744813277,-0.013654403813494967,0.02046202335483099,0.0,0.0,0.0,9.962555407242471
2017-02-02,1.2013193787259686,7.973586138313378,12.699390004212844,1.1842211116141201,1.2192229801976846,-0.03215668339972277,-0.0525340980362618,-0.012613671726150619,-0.02672846134605996,-0.036643906162667966,-0.016439468175674328,-0.008004266614933015,-0.012112031289249363,-0.003833664348236414,-0.02672846134605996,-0.036643906162667966,-0.016439468175674328,0.002576044561270212,-0.014232133017168958,0.019392835339020958,0.0,0.0,0.0,9.855041264058325
2017-02-03,1.2009614242669726,8.3789373905761,13.667437174322366,1.1841577684477942,1.2185721830953309,-0.01886779689349027,-0.03936288052420989,0.0010148044289937277,-0.020726533630500133,-0.02841544612688252,-0.012747953786007139,5.0112954530096346e-05,-0.00508735452731354,0.0051609929546591275,-0.020726533630500133,-0.02841544612688252,-0.012747953786007139,0.0018086237824797644,-0.014988881008353695,0.018461272699005167,0.0,0.0,0.0,10.477972604065075
2017-02-04,1.2006034698079766,8.151956104494994,13.08306114133989,1.1844018951805173,1.2178695846074414,-0.023529156301439938,-0.04293969848313695,-0.0045985259342259735,-0.035462552886265965,-0.04861807956051826,-0.0218114130122898,0.010853804720049902,0.004526454850479375,0.016941750824438457,-0.035462552886265965,-0.04861807956051826,-0.0218114130122898,0.0010795918647761291,-0.015674592003933816,0.017532670713587342,0.0,0.0,0.0,10.228557668878796
2017-02-05,1.2002455153489806,7.6650623908359,12.259665688580139,1.184304163860906,1.2172758958853622,-0.03828161733736683,-0.05829696649824999,-0.01874776659429942,-0.04909613137222274,-0.06730930028708706,-0.030196810762597767,0.010406442615216609,0.0017169356662114106,0.018787701341829107,-0.04909613137222274,-0.06730930028708706,-0.030196810762597767,0.0004080714196393114,-0.016179978727984167,0.016588386109209454,0.0,0.0,0.0,9.534558153560228
2017-02-06,1.1998875608899848,8.46433583994906,13.702010446437528,1.1841756388242517,1.2166571308580474,-0.015776734580714925,-0.03461426356881837,0.0024344827804266057,-0.016295221310010474,-0.022340251945402487,-0.010022453918058258,0.0007055708662499483,-0.003919195359810192,0.00517493780375083,-0.016295221310010474,-0.022340251945402487,-0.010022453918058258,-0.00018708413695439912,-0.016622597145072797,0.01604619327464568,0.0,0.0,0.0,10.581086708835475
2017-02-07,1.199529606430989,8.095693659808974,13.082426636715242,1.1840805990233314,1.2158428633934912,-0.02550267482620767,-0.045998755511193146,-0.004983078062555579,-0.018996834542507782,-0.02604408137642383,-0.011684094076973241,-0.005817958744565853,-0.012619889168263447,0.000983416865011601,-0.018996834542507782,-0.02604408137642383,-0.011684094076973241,-0.0006878815391340371,-0.016933980672236438,0.015389226216720212,0.0,0.0,0.0,10.081928874987385
2017-02-08,1.199171651971993,7.879153234850824,12.569165991937478,1.1841138150894293,1.2151522824859202,-0.03265691006837175,-0.05131184197890506,-0.014663579645338464,-0.023385443527726132,-0.032060730586300205,-0.014383329054021803,-0.008193705796530391,-0.011997781493496036,-0.004163659106571541,-0.023385443527726132,-0.032060730586300205,-0.014383329054021803,-0.001077760744115223,-0.017359119974726812,0.01491978786445784,0.0,0.0,0.0,9.735091548557191
2017-02-09,1.198813697512997,7.733404066254359,12.501801827385243,1.1839848746609538,1.2143998582998567,-0.03412184201543056,-0.05355259805626638,-0.015579283993967878,-0.024775441280434393,-0.03396637515585075,-0.015238253829677648,-0.008004266614930495,-0.01211203128924404,-0.003833664348235373,-0.024775441280434393,-0.03396637515585075,-0.015238253829677648,-0.0013421341200656703,-0.01758613925318264,0.014921555257758089,0.0,0.0,0.0,9.653927128673985
2017-02-10,1.198455743054001,8.258471450041855,13.410790005913052,1.1838971358421153,1.2137411442344783,-0.020115204426031236,-0.039163811279413964,-0.0013408230783473712,-0.018696440720893975,-0.025632250599165705,-0.011499335418154394,5.01129545388036e-05,-0.005087354527298324,0.005160992954665863,-0.018696440720893975,-0.025632250599165705,-0.011499335418154394,-0.00146887665967607,-0.017547087638762053,0.014724652094643992,0.0,0.0,0.0,10.290535072279821
2017-02-11,1.1980977885950053,8.155575378959124,13.112966449004102,1.1837329988630978,1.2130929499936218,-0.024213208551943116,-0.042016022573518254,-0.006601556399778784,-0.033618259820323494,-0.04608960995765361,-0.02067707172823203,0.010853804720054908,0.004526454850482372,0.01694175082445298,-0.033618259820323494,-0.04608960995765361,-0.02067707172823203,-0.0014487534516745267,-0.01751722363010795,0.01486953982094953,0.0,0.0,0.0,10.075165407702425
2017-02-12,1.1977398341360093,7.637186867818068,11.98682787845254,1.183749186707243,1.212525417808717,-0.03828290931401946,-0.05695828768451638,-0.01962439656274156,-0.047413579594925766,-0.06500257306314271,-0.029161949232834647,0.01040644261522592,0.001716935666219817,0.018787701341838176,-0.047413579594925766,-0.06500257306314271,-0.029161949232834647,-0.0012757723343196207,-0.017175156937895363,0.015316416303593032,0.0,0.0,0.0,9.427017624288693
2017-02-13,1.1973818796770135,8.346360764610171,13.860397051928848,1.1835558127533286,1.2120595162609167,-0.014448857465232166,-0.03139111746316635,0.0027557922315907825,-0.014206976660326253,-0.019477332153762402,-0.008738069043933563,0.0007055708662429154,-0.003919195359815686,0.005174937803755705,-0.014206976660326253,-0.019477332153762402,-0.008738069043933563,-0.0009474516711488275,-0.01696353419662394,0.015414961051308912,0.0,0.0,0.0,10.520675477082674
2017-02-14,1.1970239252180175,8.06678358578964,12.941865639428592,1.1834302453846157,1.2114160231610303,-0.023227123896993277,-0.042669763449124445,-0.004927377231736278,-0.016944169677712197,-0.023229940385847782,-0.010421592719965418,-0.005817958744568511,-0.012619889168263732,0.0009834168650066134,-0.016944169677712197,-0.023229940385847782,-0.010421592719965418,-0.0004649954747125701,-0.016236995696329793,0.015694390407834855,0.0,0.0,0.0,10.07099860651152
2017-02-15,1.1966659707590215,7.799711394756548,12.65041951409277,1.1833944255686724,1.2108570475501665,-0.02941680978951753,-0.046184157530493895,-0.012018830517874122,-0.021389733396240326,-0.029324672799837616,-0.013155857978539635,-0.008193705796531628,-0.011997781493498158,-0.00416365910657701,-0.021389733396240326,-0.029324672799837616,-0.013155857978539635,0.00016662940325442533,-0.015270643571431994,0.016032403314413586,0.0,0.0,0.0,9.768114542281138
2017-02-16,1.1963080163000255,7.869701345795367,12.548757616138131,1.1832097991837551,1.2102663223591297,-0.029863103994644456,-0.04806579284559462,-0.012239842239958994,-0.02279755404401289,-0.03125475201550668,-0.014021744811173416,-0.008004266614927976,-0.01211203128923872,-0.0038336643482343303,-0.02279755404401289,-0.03125475201550668,-0.014021744811173416,0.0009387166642964129,-0.014471582817643424,0.016727261381388484,0.0,0.0,0.0,9.731961389801185
2017-02-17,1.1959500618410297,8.321111829695463,13.634680394948663,1.1830220147194448,1.2097921076448137,-0.014750781868755647,-0.03269933237053203,0.0026435099321323735,-0.01663983930966756,-0.022812712723368746,-0.010234412869408903,5.0112954523533535e-05,-0.005087354527325006,0.005160992954654049,-0.01663983930966756,-0.022812712723368746,-0.010234412869408903,0.0018389444863883776,-0.013573292625777228,0.017402978436511705,0.0,0.0,0.0,10.432791894905794
2017-02-18,1.1955921073820337,8.254217383800176,13.447741993106266,1.1828983846614325,1.209180120717575,-0.01804594182152655,-0.0340861145615596,-0.0018706451078431157,-0.031751343770556516,-0.043530124933225736,-0.019528816069612754,0.010853804720046125,0.0045264548504771185,0.016941750824427507,-0.031751343770556516,-0.043530124933225736,-0.019528816069612754,0.0028515972289838427,-0.012114010437203003,0.018112832970967777,0.0,0.0,0.0,10.251580127004079
2017-02-19,1.1952341529230377,7.670038006117869,12.474967008677885,1.1827768091761408,1.20858624721898,-0.03134726355165782,-0.04835377759908648,-0.014503406361394362,-0.045711585717882426,-0.06266919131279347,-0.02811512974649819,0.010406442615220609,0.0017169356662150228,0.018787701341833003,-0.045711585717882426,-0.06266919131279347,-0.02811512974649819,0.003957879551004004,-0.010648583978788657,0.01872372331868082,0.0,0.0,0.0,9.618445070533754
2017-02-20,1.1948761984640417,8.526916473217375,14.335516960432802,1.182562527315285,1.2079567722605353,-0.006249071818592913,-0.02236988700309583,0.00944914375759277,-0.012090957784331325,-0.0165763347440547,-0.007436601498882654,0.0007055708662358832,-0.00391919535982118,0.005174937803760577,-0.012090957784331325,-0.0165763347440547,-0.007436601498882654,0.0051363150995025275,-0.009204125790762553,0.019381778690844717,0.0,0.0,0.0,10.818197744292375
2017-02-21,1.194518244005046,8.273517005671513,13.60103489717731,1.1823700403774815,1.20749649218289,-0.014319246886487828,-0.03246938042198289,0.0031714227756820435,-0.014864507808261731,-0.020378787324414446,-0.009142486725933553,-0.005817958744571167,-0.012619889168264018,0.000983416865001626,-0.014864507808261731,-0.020378787324414446,-0.009142486725933553,0.006363219666345071,-0.007554864588145352,0.020330449417771193,0.0,0.0,0.0,10.382643959219015
2017-02-22,1.19416028954605,8.128504527443996,13.155657189876589,1.1822535487337513,1.2068858750892442,-0.01994872120892287,-0.03529909715006514,-0.004906598243221847,-0.019368252135413377,-0.026553283580223828,-0.011912536246516876,-0.008193705796529461,-0.011997781493494439,-0.004163659106567419,-0.019368252135413377,-0.026553283580223828,-0.011912536246516876,0.007613236723019962,-0.006006877414338963,0.021355403795161276,0.0,0.0,0.0,10.090712722908442
2017-02-23,1.1938023350870541,8.107744666946976,13.073342423617024,1.1821186501509888,1.2063792996108953,-0.01993861968231374,-0.0358324981590041,-0.004288203313162953,-0.020794274649167603,-0.028508316999592904,-0.012789618224006517,-0.008004266614932394,-0.012112031289248051,-0.0038336643482361574,-0.020794274649167603,-0.028508316999592904,-0.012789618224006517,0.008859921581786256,-0.0042660182113141345,0.02233930567430969,0.0,0.0,0.0,10.074174715352218
2017-02-24,1.1934443806280581,8.598368068117917,14.374388419159041,1.181966672532732,1.205761275466341,-0.004429683258298464,-0.0205670917669306,0.011590388751805344,-0.014556155351744315,-0.019956045501181213,-0.008952833070596739,5.0112954532240796e-05,-0.00508735452730979,0.005160992954660786,-0.014556155351744315,-0.019956045501181213,-0.008952833070596739,0.010076359138913613,-0.0029310511727815725,0.02320761031252078,0.0,0.0,0.0,10.838958961656301
2017-02-25,1.1930864261690621,8.52705370477892,13.899593761189728,1.1816786752357367,1.205267291441528,-0.007771740765193929,-0.02231196523883971,0.006857242571893132,-0.029861344751269534,-0.04093899386086059,-0.018366363120026707,0.010853804720037339,0.004526454850471867,0.016941750824402038,-0.029861344751269534,-0.04093899386086059,-0.018366363120026707,0.011235799266038264,-0.0015553041424159442,0.02402320385931551,0.0,0.0,0.0,10.643435790701792
2017-02-26,1.1927284717100664,8.005383882086191,12.965171396162297,1.1813319545406507,1.2047083158306642,-0.021271041454375014,-0.03705735180658538,-0.006069873715518039,-0.04398977752064333,-0.060308644733143735,-0.027056123367618097,0.010406442615215299,0.00171693566621023,0.018787701341827834,-0.04398977752064333,-0.060308644733143735,-0.027056123367618097,0.012312293451053018,-0.000488789657307599,0.024725244950145685,0.0,0.0,0.0,9.9610021980648
2017-02-27,1.1923705172510703,8.892493135525635,14.958299940919643,1.18114417007634,1.2042196761112323,0.004040335207241275,-0.01072308903471872,0.018867411240653924,-0.009946551920953273,-0.013636419639518253,-0.006117674401272917,0.0007055708662288503,-0.003919195359826676,0.005174937803765451,-0.009946551920953273,-0.013636419639518253,-0.006117674401272917,0.013281316261965699,0.0009095102880332212,0.025691447239547312,0.0,0.0,0.0,11.248284405452619
2017-02-28,1.1920125627920746,8.499767628981518,14.172702744102684,1.1809563856120298,1.2037394472766658,-0.004454863126681772,-0.020902818532897275,0.011612042451527055,-0.012757259996859019,-0.017489814777032434,-0.007846413866171994,-0.005817958744566507,-0.012619889168263516,0.0009834168650103728,-0.012757259996859019,-0.017489814777032434,-0.007846413866171994,0.014120355614743755,0.002004803198688206,0.025966316677045555,0.0,0.0,0.0,10.761254479367972
2017-03-01,1.1916546083330786,8.292032511254465,13.616604565935452,1.1807081612823984,1.2033253435610065,-0.010704696975802524,-0.024364236583966626,0.0028696684446729674,-0.017320447836111412,-0.023745806276851456,-0.010653024403597186,-0.008193705796530696,-0.01199778149349656,-0.004163659106572887,-0.017320447836111412,-0.023745806276851456,-0.010653024403597186,0.01480945665683959,0.002840678128443614,0.02658907725662135,0.0,0.0,0.0,10.42025228932978
2017-03-02,1.1912966538740826,8.24758692942186,13.497200558796926,1.1805808166834089,1.2029062473260252,-0.011437623791729686,-0.026372210262723496,0.0027478441782056726,-0.01876506248513445,-0.025726328947222786,-0.011541541562937073,-0.008004266614929876,-0.012112031289242731,-0.0038336643482351157,-0.01876506248513445,-0.025726328947222786,-0.011541541562937073,0.01533170530833464,0.0035397407181729543,0.027073979614750304,0.0,0.0,0.0,10.365691786147734
2017-03-03,1.1909386994150866,8.909206479195138,14.802392711788203,1.1803011361063234,1.2025045645009644,0.003278954790616284,-0.01170088079273605,0.01771038715933063,-0.012444797261835085,-0.01706143788719566,-0.007654232164352209,5.011295454094794e-05,-0.005087354527294577,0.005160992954667522,-0.012444797261835085,-0.01706143788719566,-0.007654232164352209,0.015673639097910422,0.004071583145147473,0.026888427053987855,0.0,0.0,0.0,11.124246087785894
